recording_id,event_code_id,timestamp,offset_ms,created_at,event_codes
0565b6af-c324-47da-b684-458970d6e48c,4578399d-855f-455e-94d8-a8a6d39a59cc,2025-12-11T15:32:34.559+00:00,43679,2025-12-11T15:32:35.084883+00:00,"{'e_id': 'eID2_10', 'e_description_butt': 'Hands up'}"
0565b6af-c324-47da-b684-458970d6e48c,d4cdc81e-399f-4cd4-8bcc-930995e02ecc,2025-12-11T15:32:36.228+00:00,45348,2025-12-11T15:32:36.81331+00:00,"{'e_id': 'eID2_11', 'e_description_butt': 'Hands down'}"
0565b6af-c324-47da-b684-458970d6e48c,d4cdc81e-399f-4cd4-8bcc-930995e02ecc,2025-12-11T15:32:37.872+00:00,46992,2025-12-11T15:32:38.381652+00:00,"{'e_id': 'eID2_11', 'e_description_butt': 'Hands down'}"
0565b6af-c324-47da-b684-458970d6e48c,65195929-1a63-4135-ad5e-6f87a9751864,2025-12-11T15:32:38.589+00:00,47709,2025-12-11T15:32:39.11178+00:00,"{'e_id': 'eID2_12', 'e_description_butt': 'Error response'}"
0565b6af-c324-47da-b684-458970d6e48c,d4cdc81e-399f-4cd4-8bcc-930995e02ecc,2025-12-11T15:32:39.215+00:00,48335,2025-12-11T15:32:39.740568+00:00,"{'e_id': 'eID2_11', 'e_description_butt': 'Hands down'}"
0565b6af-c324-47da-b684-458970d6e48c,4578399d-855f-455e-94d8-a8a6d39a59cc,2025-12-11T15:32:41.118+00:00,50238,2025-12-11T15:32:41.67818+00:00,"{'e_id': 'eID2_10', 'e_description_butt': 'Hands up'}"
0565b6af-c324-47da-b684-458970d6e48c,65195929-1a63-4135-ad5e-6f87a9751864,2025-12-11T15:32:44.273+00:00,53393,2025-12-11T15:32:44.783841+00:00,"{'e_id': 'eID2_12', 'e_description_butt': 'Error response'}"
0565b6af-c324-47da-b684-458970d6e48c,d4cdc81e-399f-4cd4-8bcc-930995e02ecc,2025-12-11T15:32:44.932+00:00,54052,2025-12-11T15:32:45.539055+00:00,"{'e_id': 'eID2_11', 'e_description_butt': 'Hands down'}"
0565b6af-c324-47da-b684-458970d6e48c,4578399d-855f-455e-94d8-a8a6d39a59cc,2025-12-11T15:32:45.535+00:00,54655,2025-12-11T15:32:46.05102+00:00,"{'e_id': 'eID2_10', 'e_description_butt': 'Hands up'}"
0565b6af-c324-47da-b684-458970d6e48c,65195929-1a63-4135-ad5e-6f87a9751864,2025-12-11T15:32:45.974+00:00,55094,2025-12-11T15:32:46.479806+00:00,"{'e_id': 'eID2_12', 'e_description_butt': 'Error response'}"
0565b6af-c324-47da-b684-458970d6e48c,65195929-1a63-4135-ad5e-6f87a9751864,2025-12-11T15:32:48.6+00:00,57720,2025-12-11T15:32:49.122598+00:00,"{'e_id': 'eID2_12', 'e_description_butt': 'Error response'}"
0565b6af-c324-47da-b684-458970d6e48c,65195929-1a63-4135-ad5e-6f87a9751864,2025-12-11T15:32:49.981+00:00,59101,2025-12-11T15:32:50.535392+00:00,"{'e_id': 'eID2_12', 'e_description_butt': 'Error response'}"
