time_s,sig_64
10.933,441
10.967,348
11.0,253
11.033,96
11.067,-164
11.1,-383
11.133,-572
11.167,-741
11.2,-1110
11.233,-1588
11.267,-1794
11.3,-1403
11.333,-1074
11.367,-1161
11.4,-821
11.433,-694
11.467,-684
11.5,-777
11.533,-967
11.567,-1025
11.6,-980
11.633,-986
11.667,-946
11.7,-920
11.733,-909
11.767,-898
11.8,-868
11.833,-825
11.867,-827
11.9,-865
11.933,-881
11.967,-883
12.0,-888
12.033,-916
12.067,-939
12.1,-928
12.133,-960
12.167,-939
12.2,-929
12.233,-932
12.267,-949
12.3,-943
12.333,-943
12.367,-923
12.4,-911
12.433,-902
12.467,-883
12.5,-816
12.533,-746
12.567,-740
12.6,-686
12.633,-879
12.667,-1310
12.7,-1312
12.733,-1092
12.767,-896
12.8,-801
12.833,-831
12.867,-906
12.9,-971
12.933,-972
12.967,-928
13.0,-912
13.033,-907
13.067,-912
13.1,-960
13.133,-964
13.167,-930
13.2,-911
13.233,-920
13.267,-934
13.3,-932
13.333,-924
13.367,-920
13.4,-923
13.433,-914
13.467,-911
13.5,-922
13.533,-932
13.567,-935
13.6,-933
13.633,-940
13.667,-944
13.7,-940
13.733,-937
13.767,-963
13.8,-1000
13.833,-996
13.867,-960
13.9,-920
13.933,-907
13.967,-891
14.0,-893
14.033,-904
14.067,-910
14.1,-922
14.133,-910
14.167,-898
14.2,-841
14.233,-740
14.267,-631
14.3,-488
14.333,-775
14.367,-1636
14.4,-1720
14.433,-1213
14.467,-857
14.5,-678
14.533,-697
14.567,-867
14.6,-1013
14.633,-1048
14.667,-965
14.7,-912
14.733,-909
14.767,-914
14.8,-934
14.833,-968
14.867,-952
14.9,-949
14.933,-934
14.967,-917
15.0,-894
15.033,-914
15.067,-956
15.1,-942
15.133,-939
15.167,-953
15.2,-951
15.233,-946
15.267,-948
15.3,-948
15.333,-947
15.367,-935
15.4,-932
15.433,-942
15.467,-941
15.5,-943
15.533,-949
15.567,-980
15.6,-972
15.633,-937
15.667,-933
15.7,-906
15.733,-879
15.767,-889
15.8,-912
15.833,-906
15.867,-887
15.9,-853
15.933,-782
15.967,-726
16.0,-780
16.033,-1032
16.067,-1368
16.1,-1384
16.133,-1166
16.167,-981
16.2,-865
16.233,-850
16.267,-900
16.3,-936
16.333,-916
16.367,-904
16.4,-901
16.433,-884
16.467,-894
16.5,-925
16.533,-924
16.567,-939
16.6,-941
16.633,-938
16.667,-947
16.7,-953
16.733,-943
16.766,-934
16.8,-927
16.833,-926
16.866,-951
16.9,-956
16.933,-964
16.966,-972
17.0,-970
17.033,-969
17.066,-964
17.1,-931
17.133,-928
17.166,-956
17.2,-978
17.233,-955
17.266,-944
17.3,-933
17.333,-913
17.366,-912
17.4,-913
17.433,-897
17.466,-899
17.5,-890
17.533,-862
17.566,-835
17.6,-802
17.633,-782
17.666,-679
17.7,-857
17.733,-1383
17.766,-1494
17.8,-1238
17.833,-948
17.866,-783
17.9,-747
17.933,-879
17.966,-992
18.0,-994
18.033,-953
18.066,-931
18.1,-916
18.133,-908
18.166,-914
18.2,-927
18.233,-930
18.266,-947
18.3,-959
18.333,-944
18.366,-931
18.4,-939
18.433,-937
18.466,-925
18.5,-928
18.533,-936
18.566,-946
18.6,-938
18.633,-929
18.666,-931
18.7,-931
18.733,-934
18.766,-953
18.8,-958
18.833,-909
18.866,-874
18.9,-870
18.933,-898
18.966,-947
19.0,-942
19.033,-925
19.066,-915
19.1,-893
19.133,-882
19.166,-841
19.2,-797
19.233,-791
19.266,-819
19.3,-1014
19.333,-1410
19.366,-1429
19.4,-1108
19.433,-856
19.466,-746
19.5,-755
19.533,-855
19.566,-956
19.6,-994
19.633,-966
19.666,-927
19.7,-897
19.733,-900
19.766,-938
19.8,-950
19.833,-943
19.866,-942
19.9,-960
19.933,-968
19.966,-959
20.0,-947
20.033,-935
20.066,-940
20.1,-947
20.133,-935
20.166,-932
20.2,-954
20.233,-953
20.266,-936
20.3,-939
20.333,-958
20.366,-957
20.4,-933
20.433,-902
20.466,-891
20.5,-895
20.533,-885
20.566,-876
20.6,-910
20.633,-910
20.666,-911
20.7,-935
20.733,-1000
20.766,-990
20.8,-949
20.833,-946
20.866,-934
20.9,-920
20.933,-925
20.966,-938
21.0,-943
21.033,-932
21.066,-889
21.1,-888
21.133,-897
21.166,-909
21.2,-914
21.233,-890
21.266,-898
21.3,-901
21.333,-938
21.366,-933
21.4,-926
21.433,-928
21.466,-938
21.5,-938
21.533,-932
21.566,-913
21.6,-910
21.633,-915
21.666,-952
21.7,-932
21.733,-891
21.766,-901
21.8,-892
21.833,-879
21.866,-891
21.9,-903
21.933,-917
21.966,-918
22.0,-945
22.033,-915
22.066,-922
22.1,-934
22.133,-936
22.166,-922
22.2,-902
22.233,-932
22.266,-917
22.3,-915
22.333,-920
22.366,-935
22.4,-891
22.433,-866
22.466,-881
22.5,-900
22.533,-915
22.566,-900
22.6,-887
22.633,-871
22.666,-892
22.7,-901
22.733,-912
22.766,-906
22.8,-886
22.833,-897
22.866,-902
22.9,-908
22.933,-889
22.966,-886
23.0,-887
23.033,-891
23.066,-883
23.1,-896
23.133,-899
23.166,-903
23.2,-907
23.233,-898
23.266,-879
23.3,-877
23.333,-911
23.366,-922
23.4,-892
23.433,-882
23.466,-876
23.5,-891
23.533,-918
23.566,-904
23.6,-882
23.633,-884
23.666,-891
23.7,-906
23.733,-900
23.766,-891
23.8,-894
23.833,-886
23.866,-913
23.9,-922
23.933,-895
23.966,-898
24.0,-892
24.033,-894
24.066,-906
24.1,-903
24.133,-907
24.166,-912
24.2,-917
24.233,-911
24.266,-924
24.3,-916
24.333,-896
24.366,-902
24.4,-917
24.433,-931
24.466,-914
24.5,-917
24.533,-909
24.566,-897
24.6,-879
24.633,-860
24.666,-850
24.7,-863
24.733,-886
24.766,-883
24.8,-898
24.833,-891
24.866,-909
24.9,-899
24.933,-879
24.966,-860
25.0,-860
25.033,-893
25.066,-906
25.1,-903
25.133,-887
25.166,-875
25.2,-874
25.233,-882
25.266,-901
25.3,-911
25.333,-909
25.366,-897
25.4,-896
25.433,-893
25.466,-872
25.5,-875
25.533,-892
25.566,-916
25.6,-911
25.633,-893
25.666,-885
25.7,-887
25.733,-895
25.766,-893
25.8,-892
25.833,-892
25.866,-904
25.9,-909
25.933,-912
25.966,-918
26.0,-903
26.033,-897
26.066,-898
26.1,-901
26.133,-903
26.166,-896
26.2,-904
26.233,-897
26.266,-898
26.3,-905
26.333,-898
26.366,-890
26.4,-886
26.433,-902
26.466,-898
26.5,-884
26.533,-892
26.566,-895
26.6,-901
26.633,-906
26.666,-907
26.7,-899
26.733,-906
26.766,-895
26.8,-897
26.833,-899
26.866,-906
26.9,-916
26.933,-911
26.966,-904
27.0,-906
27.033,-902
27.066,-893
27.1,-914
27.133,-921
27.166,-897
27.2,-884
27.233,-887
27.266,-899
27.3,-894
27.333,-891
27.366,-883
27.4,-896
27.433,-916
27.466,-931
27.5,-926
27.533,-924
27.566,-912
27.6,-901
27.633,-874
27.666,-889
27.7,-901
27.733,-919
27.766,-918
27.8,-891
27.833,-878
27.866,-886
27.9,-901
27.933,-906
27.966,-890
28.0,-872
28.033,-899
28.066,-898
28.1,-864
28.133,-855
28.166,-898
28.2,-917
28.233,-922
28.266,-933
28.3,-918
28.333,-892
28.366,-908
28.4,-909
28.433,-908
28.466,-903
28.5,-922
28.533,-904
28.566,-906
28.6,-910
28.633,-893
28.666,-894
28.7,-905
28.733,-927
28.766,-943
28.8,-945
28.833,-892
28.866,-891
28.9,-914
28.933,-911
28.966,-913
29.0,-903
29.033,-895
29.066,-940
29.1,-941
29.133,-906
29.166,-914
29.2,-896
29.233,-897
29.266,-889
29.3,-915
29.333,-933
29.366,-945
29.4,-943
29.433,-922
29.466,-916
29.5,-876
29.533,-857
29.566,-846
29.6,-835
29.633,-839
29.666,-871
29.7,-906
29.733,-946
29.766,-945
29.8,-956
29.833,-923
29.866,-895
29.9,-859
29.933,-850
29.966,-866
30.0,-893
30.033,-907
30.066,-930
30.1,-910
30.133,-874
30.166,-869
30.2,-869
30.233,-883
30.266,-901
30.3,-914
30.333,-915
30.366,-920
30.4,-938
30.433,-907
30.466,-886
30.5,-920
30.533,-940
30.566,-906
30.6,-903
30.633,-889
30.666,-849
30.7,-848
30.733,-898
30.766,-920
30.8,-924
30.833,-903
30.866,-899
30.9,-893
30.933,-888
30.966,-897
31.0,-918
31.033,-918
31.066,-914
31.1,-925
31.133,-922
31.166,-906
31.2,-905
31.233,-900
31.266,-894
31.3,-900
31.333,-915
31.366,-918
31.4,-910
31.433,-910
31.466,-909
31.5,-901
31.533,-891
31.566,-893
31.6,-902
31.633,-904
31.666,-907
31.7,-898
31.733,-894
31.766,-911
31.8,-906
31.833,-900
31.866,-915
31.9,-941
31.933,-916
31.966,-894
32.0,-872
32.033,-889
32.066,-912
32.1,-921
32.133,-909
32.166,-904
32.2,-909
32.233,-921
32.266,-922
32.3,-920
32.333,-909
32.366,-904
32.4,-908
32.433,-894
32.466,-884
32.5,-891
32.533,-889
32.566,-888
32.6,-882
32.633,-883
32.666,-881
32.7,-875
32.733,-891
32.766,-904
32.8,-898
32.833,-887
32.866,-892
32.9,-897
32.933,-902
32.966,-900
33.0,-904
33.033,-898
33.066,-899
33.1,-890
33.133,-889
33.166,-895
33.2,-902
33.233,-907
33.266,-908
33.3,-901
33.333,-895
33.366,-884
33.4,-882
33.433,-901
33.466,-901
33.5,-892
33.533,-909
33.566,-905
33.6,-913
33.633,-904
33.666,-905
33.7,-912
33.733,-899
33.766,-901
33.8,-899
33.833,-897
33.866,-886
33.9,-880
33.933,-884
33.966,-896
34.0,-905
34.033,-898
34.066,-884
34.1,-878
34.133,-897
34.166,-903
34.2,-908
34.233,-914
34.266,-916
34.3,-895
34.333,-891
34.366,-896
34.4,-903
34.433,-901
34.466,-899
34.5,-894
34.533,-896
34.566,-890
34.6,-899
34.633,-893
34.666,-881
34.7,-891
34.733,-908
34.766,-902
34.8,-900
34.833,-892
34.866,-886
34.9,-886
34.933,-876
34.966,-880
35.0,-894
35.033,-898
35.066,-893
35.1,-894
35.133,-900
35.166,-903
35.2,-917
35.233,-918
35.266,-926
35.3,-912
35.333,-907
35.366,-901
35.4,-896
35.433,-903
35.466,-904
35.5,-896
35.533,-900
35.566,-904
35.6,-906
35.633,-895
35.666,-900
35.7,-908
35.733,-901
35.766,-900
35.8,-891
35.833,-891
35.866,-905
35.9,-902
35.933,-903
35.966,-906
36.0,-904
36.033,-901
36.066,-906
36.1,-899
36.133,-895
36.166,-901
36.2,-910
36.233,-915
36.266,-911
36.3,-904
36.333,-898
36.366,-902
36.4,-904
36.433,-898
36.466,-902
36.5,-904
36.533,-902
36.566,-902
36.6,-910
36.633,-919
36.666,-915
36.7,-891
36.733,-897
36.766,-888
36.8,-898
36.833,-908
36.866,-911
36.9,-905
36.933,-898
36.966,-900
37.0,-907
37.033,-913
37.066,-911
37.1,-920
37.133,-919
37.166,-909
37.2,-912
37.233,-912
37.266,-909
37.3,-921
37.333,-919
37.366,-904
37.4,-895
37.433,-896
37.466,-918
37.5,-919
37.533,-904
37.566,-905
37.6,-914
37.633,-919
37.666,-921
37.7,-902
37.733,-901
37.766,-913
37.8,-914
37.833,-912
37.866,-909
37.9,-900
37.933,-914
37.966,-910
38.0,-908
38.033,-911
38.066,-905
38.1,-913
38.133,-901
38.166,-904
38.2,-906
38.233,-900
38.266,-894
38.3,-907
38.333,-915
38.366,-919
38.4,-915
38.433,-910
38.466,-916
38.5,-916
38.533,-913
38.566,-908
38.6,-898
38.633,-939
38.666,-948
38.7,-955
38.733,-894
38.766,-861
38.8,-855
38.833,-897
38.866,-936
38.9,-974
38.933,-934
38.966,-862
39.0,-889
39.033,-923
39.066,-898
39.1,-896
39.133,-875
39.166,-882
39.2,-883
39.233,-885
39.266,-890
39.3,-895
39.333,-916
39.366,-904
39.4,-883
39.433,-876
39.466,-880
39.5,-895
39.533,-900
39.566,-902
39.6,-908
39.633,-905
39.666,-891
39.7,-884
39.733,-890
39.766,-903
39.8,-892
39.833,-889
39.866,-896
39.9,-884
39.933,-884
39.966,-885
40.0,-885
40.033,-892
40.066,-901
40.1,-898
40.133,-897
40.166,-895
40.2,-891
40.233,-893
40.266,-898
40.3,-898
40.333,-897
40.366,-904
40.4,-897
40.433,-898
40.466,-898
40.5,-901
40.533,-897
40.566,-900
40.6,-896
40.633,-881
40.666,-859
40.7,-852
40.733,-860
40.766,-876
40.8,-907
40.833,-972
40.866,-1018
40.9,-972
40.933,-923
40.966,-896
41.0,-906
41.033,-905
41.066,-911
41.1,-928
41.133,-944
41.166,-948
41.2,-938
41.233,-905
41.266,-903
41.3,-926
41.333,-937
41.366,-928
41.4,-908
41.433,-890
41.466,-901
41.5,-897
41.533,-886
41.566,-898
41.6,-908
41.633,-916
41.666,-923
41.7,-917
41.733,-915
41.766,-921
41.8,-921
41.833,-912
41.866,-903
41.9,-894
41.933,-879
41.966,-881
42.0,-879
42.033,-881
42.066,-893
42.1,-896
42.133,-904
42.166,-897
42.2,-883
42.233,-878
42.266,-876
42.3,-876
42.333,-882
42.366,-890
42.4,-889
42.433,-892
42.466,-893
42.5,-900
42.533,-914
42.566,-918
42.6,-916
42.633,-916
42.666,-909
42.7,-917
42.733,-941
42.766,-970
42.8,-965
42.833,-966
42.866,-934
42.9,-894
42.933,-867
42.966,-843
43.0,-868
43.033,-903
43.066,-929
43.1,-945
43.133,-981
43.166,-986
43.2,-972
43.233,-966
43.266,-966
43.3,-960
43.333,-951
43.366,-936
43.4,-924
43.433,-959
43.466,-1002
43.5,-997
43.533,-942
43.566,-897
43.6,-891
43.633,-873
43.666,-888
43.7,-916
43.733,-956
43.766,-954
43.8,-927
43.833,-933
43.866,-935
43.9,-919
43.933,-912
43.966,-902
44.0,-885
44.033,-883
44.066,-869
44.1,-906
44.133,-964
44.166,-1020
44.2,-971
44.233,-916
44.266,-896
44.3,-891
44.333,-882
44.366,-875
44.4,-853
44.433,-887
44.466,-980
44.5,-1061
44.533,-1082
44.566,-1037
44.6,-968
44.633,-899
44.666,-873
44.7,-887
44.733,-953
44.766,-939
44.8,-933
44.833,-961
44.866,-959
44.9,-924
44.933,-912
44.966,-924
45.0,-953
45.033,-992
45.066,-1026
45.1,-1025
45.133,-985
45.166,-955
45.2,-975
45.233,-1157
45.266,-960
45.3,-849
45.333,-848
45.366,-876
45.4,-945
45.433,-959
45.466,-937
45.5,-924
45.533,-912
45.566,-904
45.6,-889
45.633,-876
45.666,-888
45.7,-903
45.733,-893
45.766,-874
45.8,-865
45.833,-887
45.866,-939
45.9,-991
45.933,-1010
45.966,-989
46.0,-981
46.033,-968
46.066,-935
46.1,-920
46.133,-911
46.166,-901
46.2,-909
46.233,-903
46.266,-892
46.3,-890
46.333,-902
46.366,-922
46.4,-912
46.433,-873
46.466,-828
46.5,-788
46.533,-797
46.566,-820
46.6,-851
46.633,-895
46.666,-937
46.7,-925
46.733,-914
46.766,-929
46.8,-989
46.833,-1287
46.866,-1078
46.9,-866
46.933,-964
46.966,-957
47.0,-883
47.033,-861
47.066,-862
47.1,-877
47.133,-912
47.166,-903
47.2,-869
47.233,-853
47.266,-912
47.3,-970
47.333,-1017
47.366,-1034
47.4,-1020
47.433,-976
47.466,-945
47.5,-929
47.533,-919
47.566,-931
47.6,-938
47.633,-955
47.666,-956
47.7,-933
47.733,-923
47.766,-925
47.8,-963
47.833,-1008
47.866,-1046
47.9,-1119
47.933,-1085
47.966,-972
48.0,-901
48.033,-802
48.066,-791
48.1,-827
48.133,-830
48.166,-832
48.2,-844
48.233,-945
48.266,-1111
48.3,-1134
48.333,-1079
48.366,-960
48.4,-894
48.433,-852
48.466,-775
48.5,-788
48.533,-833
48.566,-830
48.6,-784
48.633,-804
48.666,-840
48.7,-887
48.733,-948
48.766,-1004
48.8,-1024
48.833,-1179
48.866,-1191
48.9,-1009
48.933,-901
48.966,-975
49.0,-1129
49.033,-1170
49.066,-1115
49.1,-955
49.133,-811
49.166,-757
49.2,-763
49.233,-783
49.266,-817
49.3,-821
49.333,-899
49.366,-943
49.4,-998
49.433,-1116
49.466,-1182
49.5,-1236
49.533,-1229
49.566,-892
49.6,-767
49.633,-934
49.666,-974
49.7,-868
49.733,-761
49.766,-668
49.8,-634
49.833,-615
49.866,-639
49.9,-706
49.933,-789
49.966,-846
50.0,-886
50.033,-918
50.066,-883
50.099,-901
50.133,-951
50.166,-1144
50.199,-1068
50.233,-1013
50.266,-891
50.299,-873
50.333,-1112
50.366,-1369
50.399,-1419
50.433,-1416
50.466,-1243
50.499,-979
50.533,-795
50.566,-684
50.599,-607
50.633,-643
50.666,-687
50.699,-745
50.733,-833
50.766,-979
50.799,-1098
50.833,-1177
50.866,-1222
50.899,-1137
50.933,-1174
50.966,-857
50.999,-700
51.033,-657
51.066,-679
51.099,-777
51.133,-865
51.166,-853
51.199,-839
51.233,-814
51.266,-816
51.299,-908
51.333,-974
51.366,-1045
51.399,-1053
51.433,-1022
51.466,-1004
51.499,-1027
51.533,-1117
51.566,-1220
51.599,-1049
51.633,-900
51.666,-1104
51.699,-1012
51.733,-902
51.766,-867
51.799,-861
51.833,-632
51.866,-832
51.899,-863
51.933,-769
51.966,-685
51.999,-675
52.033,-808
52.066,-829
52.099,-600
52.133,-745
52.166,-930
52.199,-800
52.233,-819
52.266,-902
52.299,-982
52.333,-934
52.366,-839
52.399,-820
52.433,-745
52.466,-862
52.499,-707
52.533,-690
52.566,-621
52.599,-534
52.633,-549
52.666,-606
52.699,-622
52.733,-543
52.766,-522
52.799,-507
52.833,-384
52.866,-439
52.899,-479
52.933,-501
52.966,-493
52.999,-562
53.033,-763
53.066,-826
53.099,-746
53.133,-698
53.166,-713
53.199,-694
53.233,-700
53.266,-661
53.299,-694
53.333,-642
53.366,-604
53.399,-597
53.433,-570
53.466,-589
53.499,-629
53.533,-732
53.566,-817
53.599,-794
53.633,-823
53.666,-802
53.699,-657
53.733,-624
53.766,-517
53.799,-427
53.833,-462
53.866,-618
53.899,-983
53.933,-1331
53.966,-1622
53.999,-1634
54.033,-1074
54.066,-722
54.099,-567
54.133,-602
54.166,-868
54.199,-992
54.233,-1001
54.266,-1002
54.299,-956
54.333,-908
54.366,-880
54.399,-895
54.433,-864
54.466,-830
54.499,-950
54.533,-1027
54.566,-881
54.599,-813
54.633,-866
54.666,-779
54.699,-734
54.733,-635
54.766,-572
54.799,-433
54.833,-358
54.866,-414
54.899,-574
54.933,-724
54.966,-901
54.999,-1067
55.033,-1043
55.066,-775
55.099,-573
55.133,-651
55.166,-774
55.199,-726
55.233,-717
55.266,-769
55.299,-748
55.333,-669
55.366,-558
55.399,-612
55.433,-578
55.466,-561
55.499,-497
55.533,-498
55.566,-491
55.599,-436
55.633,-305
55.666,-408
55.699,-474
55.733,-530
55.766,-497
55.799,-428
55.833,-468
55.866,-577
55.899,-606
55.933,-579
55.966,-621
55.999,-725
56.033,-795
56.066,-665
56.099,-640
56.133,-732
56.166,-710
56.199,-631
56.233,-791
56.266,-771
56.299,-682
56.333,-1247
56.366,-764
56.399,-727
56.433,-943
56.466,-829
56.499,-818
56.533,-737
56.566,-763
56.599,-798
56.633,-931
56.666,-879
56.699,-901
56.733,-1081
56.766,-1026
56.799,-952
56.833,-946
56.866,-847
56.899,-771
56.933,-702
56.966,-752
56.999,-921
57.033,-1033
57.066,-1043
57.099,-1011
57.133,-961
57.166,-847
57.199,-793
57.233,-731
57.266,-666
57.299,-752
57.333,-883
57.366,-914
57.399,-909
57.433,-857
57.466,-821
57.499,-800
57.533,-788
57.566,-797
57.599,-791
57.633,-787
57.666,-822
57.699,-877
57.733,-921
57.766,-962
57.799,-869
57.833,-792
57.866,-804
57.899,-841
57.933,-872
57.966,-879
57.999,-871
58.033,-851
58.066,-842
58.099,-843
58.133,-854
58.166,-845
58.199,-877
58.233,-929
58.266,-946
58.299,-936
58.333,-926
58.366,-901
58.399,-887
58.433,-897
58.466,-900
58.499,-896
58.533,-928
58.566,-944
58.599,-919
58.633,-925
58.666,-962
58.699,-990
58.733,-1026
58.766,-980
58.799,-914
58.833,-909
58.866,-934
58.899,-924
58.933,-876
58.966,-814
58.999,-789
59.033,-812
59.066,-855
59.099,-889
59.133,-857
59.166,-795
59.199,-748
59.233,-724
59.266,-748
59.299,-815
59.333,-876
59.366,-911
59.399,-905
59.433,-891
59.466,-847
59.499,-825
59.533,-799
59.566,-779
59.599,-806
59.633,-911
59.666,-959
59.699,-972
59.733,-995
59.766,-928
59.799,-879
59.833,-967
59.866,-1022
59.899,-1029
59.933,-916
59.966,-815
59.999,-728
60.033,-625
60.066,-542
60.099,-542
60.133,-516
60.166,-552
60.199,-597
60.233,-532
60.266,-535
60.299,-545
60.333,-576
60.366,-678
60.399,-700
60.433,-796
60.466,-1161
60.499,-1098
60.533,-927
60.566,-898
60.599,-782
60.633,-709
60.666,-608
60.699,-748
60.733,-809
60.766,-728
60.799,-831
60.833,-711
60.866,-651
60.899,-478
60.933,-452
60.966,-482
60.999,-528
61.033,-470
61.066,-961
61.099,-971
61.133,-795
61.166,-894
61.199,-840
61.233,-614
61.266,-610
61.299,-442
61.333,-518
61.366,-315
61.399,-416
61.433,-296
61.466,-196
61.499,-633
61.533,151
61.566,-429
61.599,-817
61.633,-871
61.666,-953
61.699,-772
61.733,-628
61.766,-569
61.799,-687
61.833,-691
61.866,-829
61.899,-869
61.933,-877
61.966,-881
61.999,-1005
62.033,-1049
62.066,-963
62.099,-987
62.133,-1030
62.166,-1044
62.199,-1041
62.233,-995
62.266,-984
62.299,-1050
62.333,-1050
62.366,-1327
62.399,-1011
62.433,-973
62.466,-1014
62.499,-1244
62.533,-1169
62.566,-1515
62.599,-1534
62.633,-1490
62.666,-1433
62.699,-1375
62.733,-1326
62.766,-1253
62.799,-1180
62.833,-1124
62.866,-883
62.899,-667
62.933,-654
62.966,-527
62.999,-538
63.033,-669
63.066,-717
63.099,-635
63.133,-582
63.166,-540
63.199,-523
63.233,-477
63.266,-564
63.299,-674
63.333,-774
63.366,-780
63.399,-863
63.433,-1093
63.466,-1007
63.499,-793
63.533,-785
63.566,-850
63.599,-935
63.633,-953
63.666,-875
63.699,-819
63.733,-857
63.766,-925
63.799,-893
63.833,-856
63.866,-831
63.899,-830
63.933,-857
63.966,-853
63.999,-870
64.033,-899
64.066,-732
64.099,-751
64.133,-700
64.166,-790
64.199,-751
64.233,-693
64.266,-633
64.299,-632
64.333,-735
64.366,-762
64.399,-663
64.433,-680
64.466,-783
64.499,-812
64.533,-859
64.566,-917
64.599,-961
64.633,-1056
64.666,-878
64.699,-1005
64.733,-1029
64.766,-907
64.799,-924
64.833,-914
64.866,-835
64.899,-911
64.933,-939
64.966,-1078
64.999,-1134
65.033,-1111
65.066,-1097
65.099,-1035
65.133,-1015
65.166,-1023
65.199,-1095
65.233,-987
65.266,-983
65.299,-1048
65.333,-1083
65.366,-1151
65.399,-1098
65.433,-1070
65.466,-1276
65.499,-1221
65.533,-1198
65.566,-1202
65.599,-1036
65.633,-959
65.666,-903
65.699,-903
65.733,-785
65.766,-756
65.799,-652
65.833,-527
65.866,-455
65.899,-348
65.933,-290
65.966,-318
65.999,-589
66.033,-599
66.066,-499
66.099,-497
66.133,-671
66.166,-612
66.199,-549
66.233,-433
66.266,-368
66.299,-424
66.333,-494
66.366,-1024
66.399,-599
66.433,-445
66.466,-564
66.499,-540
66.533,-554
66.566,-584
66.599,-555
66.633,-711
66.666,-896
66.699,-924
66.733,-912
66.766,-457
66.799,-363
66.833,-731
66.866,-481
66.899,-499
66.933,-523
66.966,-491
