time_s,sig_64
4.667,-1071.5756740381155
4.7,-1019.23714484768
4.733,-1126.3381980159331
4.767,-1090.7865504705142
4.8,-851.7148296330139
4.833,-848.8957283012452
4.867,-1133.9843536104624
4.9,-1053.6544985011064
4.933,-1011.0688295649
4.967,-964.0399632786848
5.0,-791.9038445942465
5.033,-883.8524526797949
5.067,-944.5377298528643
5.1,-1103.0128830351389
5.133,-1049.9514278134168
5.167,-989.788697990383
5.2,-1019.496960859659
5.233,-883.1698511064847
5.267,-1045.418468990407
5.3,-1021.1157790473544
5.333,-895.204982383158
5.367,-980.5986489100006
5.4,-1204.779095378975
5.433,-1451.4666261741754
5.467,-1360.507963763156
5.5,-1011.1890765906568
5.533,-1089.709072457728
5.567,-1018.9496309776548
5.6,-1401.1558663077203
5.633,-1312.9592405887297
5.667,-1425.373331190926
5.7,-1451.1773807683844
5.733,-1376.7417253483009
5.767,-1604.521996522445
5.8,-1035.2093757687203
5.833,-1098.4816556280684
5.867,-1032.7344763612884
5.9,-782.078850863732
5.933,-765.5308315841005
5.967,-1014.254552090636
6.0,-1012.7083754567124
6.033,-1303.032295073783
6.067,-1336.7610233908715
6.1,-1004.0282039453772
6.133,-1218.4764066460216
6.167,-1353.7400321036607
6.2,-999.838367363148
6.233,-1008.4923479259088
6.267,-1174.560854791253
6.3,-1095.93048975681
6.333,-1152.325426293717
6.367,-1589.171207853542
6.4,-1760.2561247522822
6.433,-1319.4125424804631
6.467,-1203.9368636987551
6.5,-963.2496057450356
6.533,-1137.4652340897114
6.567,-1164.2337026596356
6.6,-1173.2738578752806
6.633,-1253.8412872565782
6.667,-1199.6958211696822
6.7,-1360.288495992187
6.733,-1137.4099241388076
6.767,-1031.9489352946266
6.8,-1073.3772026940424
6.833,-1055.6904358894308
6.867,-1103.7578454373786
6.9,-1384.6670533901256
6.933,-1517.4014858949197
6.967,-1481.9508717311448
7.0,-1480.955332584283
7.033,-1325.8937245122106
7.067,-1196.7285253812015
7.1,-1279.8546808962712
7.133,-1427.308039313975
7.167,-1269.4856725140594
7.2,-1206.7167793690744
7.233,-1305.2566827997523
7.267,-1478.0603983100575
7.3,-1551.25396459002
7.333,-1432.026872955316
7.367,-1110.9738271911804
7.4,-1140.971542111578
7.433,-1297.380733755066
7.467,-930.4191776516244
7.5,-993.4242941413964
7.533,-1164.1993523173546
7.567,-1227.023602559375
7.6,-1283.6905190559785
7.633,-1051.0248198972213
7.667,-1314.7446930882047
7.7,-1213.7298892319272
7.733,-1177.6188974438587
7.767,-1263.5542454283395
7.8,-1299.335078415283
7.833,-1311.4116759339229
7.867,-1267.928326314182
7.9,-1316.6269126009654
7.933,-1304.3296855263543
7.967,-1402.953086850214
8.0,-1013.7837638201491
8.033,-833.7086986939964
8.067,-798.3480944772582
8.1,-910.7745314509152
8.133,-803.4924785427617
8.167,-772.089801337507
8.2,-786.6871093254796
8.233,-898.866971696071
8.267,-866.0238387290453
8.3,-589.9330020950804
8.333,-604.3893783304256
8.367,-696.7016256347624
8.4,-703.0363962741669
8.433,-709.8085568515407
8.467,-813.3144488759564
8.5,-938.0445116368628
8.533,-790.3118059397661
8.567,-577.8232328112882
8.6,-226.92090008857792
8.633,-208.82814050961997
8.667,-271.65325692579086
8.7,-179.47262087341608
8.733,-382.55954038090306
8.767,-322.61398077803346
8.8,-170.4379229332602
8.833,-47.57797851966393
8.867,167.30651061919127
8.9,-7.511929926726793
8.933,-163.92678142414866
8.967,-228.99626896329065
9.0,-430.07453525223025
9.033,-341.0788435306598
9.067,-217.1543372232726
9.1,-141.3065737404608
9.133,-143.3762767695688
9.167,-6.977017929509657
9.2,54.06119824608288
9.233,-95.6696521051972
9.267,-616.052415060243
9.3,-650.140990252953
9.333,-576.0431519357578
9.367,-532.869225407386
9.4,-536.2977001717871
9.433,-604.4163023668976
9.467,-719.2257429000347
9.5,-852.8867536182576
9.533,-730.7353977789949
9.567,-505.4600661416272
9.6,-703.4428133784259
9.633,-709.1996248138937
9.667,-545.6210000189305
9.7,-569.4799430146794
9.733,-457.2646834942424
9.767,-283.50880573898814
9.8,-249.30700955607517
9.833,-372.6816683379262
9.867,-182.97604789872724
9.9,-251.4343925834358
9.933,-339.0634633535408
9.967,-269.3691339205364
10.0,-335.3507253262044
10.033,-392.1081102520127
10.067,-456.92275654718446
10.1,-484.0844573431801
10.133,-442.34303231876805
10.167,-761.4277671678499
10.2,-755.7774219344018
10.233,-990.8445298696632
10.267,-1008.9178803102732
10.3,-877.619230570712
10.333,-884.0302147176369
10.367,-735.6752354347819
10.4,-653.2244443830432
10.433,-1008.134131941012
10.467,-787.281915661209
10.5,-700.5039704688193
10.533,-800.031338794467
10.567,-867.7852763825003
10.6,-1187.3683103486082
10.633,-1105.0842937098591
10.667,-929.2624338210944
10.7,-1014.7191534512226
10.733,-1142.8613820276537
10.767,-1076.6602234494362
10.8,-837.5990304473585
10.833,-647.1081835763396
10.867,-534.0651355586783
10.9,-239.98609589725635
10.933,-147.99887781370563
10.967,-45.31892442140315
11.0,-112.91258669706372
11.033,-249.3310153538074
11.067,-112.39358796768045
11.1,-318.35364187506593
11.133,-294.3434733318979
11.167,-406.9804550238746
11.2,-370.50889499767675
11.233,-329.30952693219785
11.267,-319.577581136363
11.3,-339.0621426350583
11.333,-265.8860149302785
11.367,-168.08615064466244
11.4,-428.660347684064
11.433,-452.39149141754706
11.467,-503.2927428856981
11.5,-463.6926114257331
11.533,-519.6131483793924
11.567,-303.2029257736699
11.6,-314.72151257148425
11.633,-179.28110570592798
11.667,-356.61304933986753
11.7,-428.4110742087429
11.733,-520.9039401110113
11.767,-446.263610555448
11.8,-627.7330905167587
11.833,-897.0094710749258
11.867,-946.3465370719558
11.9,-784.7182896551205
11.933,-871.3481612844298
11.967,-796.3779197583048
12.0,-862.8515520404994
12.033,-1124.9609186921418
12.067,-929.8899704917364
12.1,-764.2489606241202
12.133,-760.9391640999522
12.167,-749.2380269930895
12.2,-776.025432113637
12.233,-939.02128196228
12.267,-702.5811128604247
12.3,-699.8210296883228
12.333,-655.365464570698
12.367,-739.667689585404
12.4,-671.7335101077402
12.433,-479.4300516623657
12.467,-474.0182915890555
12.5,-449.8767083302701
12.533,-331.29954777600716
12.567,-251.02272998258968
12.6,-127.90333070132328
12.633,-130.73052379065194
12.667,-138.76873148734524
12.7,-147.98453026049594
12.733,-50.179181383636774
12.767,-167.06431663927594
12.8,-124.4333521241519
12.833,227.0053498046334
12.867,225.2476202343644
12.9,-59.78448522605015
12.933,-151.81287729069896
12.967,-58.97040483448512
13.0,-187.4499027613786
13.033,-367.1449453078904
13.067,-580.9781080671698
13.1,-578.3175180752779
13.133,-264.7564893659178
13.167,-339.91067231069974
13.2,-211.04253790764784
13.233,-257.76353728548133
13.267,-341.7305310795808
13.3,-255.74298653115457
13.333,-510.0509057826068
13.367,-232.04928364748457
13.4,-128.5817414421736
13.433,6.167417725434802
13.467,-73.35815113281927
13.5,-35.657680326561035
13.533,90.2319127499386
13.567,30.682962202430417
13.6,-159.33405149991268
13.633,-332.67435076825006
13.667,-391.8107928118712
13.7,-331.46508666946784
13.733,-342.4289732664221
13.767,-416.2635389107485
13.8,-290.1267448276183
13.833,-356.08886809744183
13.867,-458.1860261544559
13.9,-286.61796739023646
13.933,-188.13519545068735
13.967,-411.3722259751686
14.0,-635.9293246123202
14.033,-782.6080362406346
14.067,-733.6875193842079
14.1,-487.0466793970325
14.133,-229.3157896837874
14.167,-128.8403707688234
14.2,140.9823525892822
14.233,113.16865795202602
14.267,215.2995333621726
14.3,57.079516456191186
14.333,-262.69216421493286
14.367,-325.79385199971597
14.4,-330.0136813748801
14.433,103.20910879511246
14.467,80.66586905568113
14.5,-152.97263988688155
14.533,-14.8001601575603
14.567,-151.90999349696517
14.6,-154.29610348438678
14.633,-10.196599966909616
14.667,-184.28329505415
14.7,45.18505187184189
14.733,219.81674811275252
14.767,220.0176150999356
14.8,450.7735456231179
14.833,322.75096851119383
14.867,376.4600102312163
14.9,373.2376691611898
14.933,206.9789910700456
14.967,68.05679663354874
15.0,390.3072317630384
15.033,536.9594246865594
15.067,607.5316688498286
15.1,431.4395403086267
15.133,486.22628075771206
15.167,386.1892621270273
15.2,619.0415115853258
15.233,774.7238089198933
15.267,841.5950714713146
15.3,890.2397710531558
15.333,788.7140330456635
15.367,792.0172602334195
15.4,985.734700197278
15.433,986.4299141678426
15.467,758.0930686279061
15.5,904.9513596623476
15.533,747.8422508741522
15.567,683.9446664632447
15.6,581.4496062497182
15.633,129.92681079013948
15.667,178.2142502497719
15.7,589.2101217512239
15.733,632.7885572652127
15.767,1070.9557992267842
15.8,980.6645433922604
15.833,911.7225370922388
15.867,833.9045302789608
15.9,786.9434639606781
15.933,805.4533473626065
15.967,1011.9161829981356
16.0,815.6356435128824
16.033,754.0646121223195
16.067,830.154633827009
16.1,1002.9190510117776
16.133,591.8445289211992
16.167,321.41593773451905
16.2,358.33133637808317
16.233,569.7424857894265
16.267,487.4385326193188
16.3,578.0636089959802
16.333,894.2798893767841
16.367,846.0419019676675
16.4,736.9288320783002
16.433,772.9839089257542
16.467,764.4562136152771
16.5,762.4695855954843
16.533,693.7108774075754
16.567,616.7269790695012
16.6,430.16136320746887
16.633,526.1570020491218
16.667,358.2015322010318
16.7,216.5683036755868
16.733,45.251858200302195
16.766,28.07230997098884
16.8,78.3038808194666
16.833,-72.84675119517567
16.866,-85.75093938290024
16.9,-14.827773134869744
16.933,-246.80230198347908
16.966,-339.71466406806746
17.0,17.686462342807317
17.033,-73.43761433945605
17.066,31.780176492278656
17.1,-43.39832577791907
17.133,-20.920733840680327
17.166,-147.93806330269888
17.2,-458.5592399505773
17.233,-492.2233456500714
17.266,-357.9907528769614
17.3,-211.0814311993717
17.333,-179.029223105617
17.366,-312.4305587195124
17.4,-155.97490506958025
17.433,-267.9092216283751
17.466,-386.8160124373685
17.5,-528.1533858674075
17.533,-566.9932820720439
17.566,-574.0133651740933
17.6,-490.5984154143874
17.633,-687.0574704738927
17.666,-735.5175944937781
17.7,-814.5583308911494
17.733,-697.7276524704718
17.766,-604.9418304187998
17.8,-758.9325945003113
17.833,-656.3687927384017
17.866,-634.111678139036
17.9,-496.731554762652
17.933,-600.8955744371181
17.966,-510.79657616815865
18.0,-362.77955156699954
18.033,-373.67472136947015
18.066,-56.977712657775555
18.1,-17.628047921839993
18.133,196.02532542023496
18.166,538.8919285663891
18.2,148.76006345400322
18.233,236.22864901211813
18.266,277.09433373669776
18.3,240.8907051867601
18.333,72.63300371877938
18.366,-115.18187580880976
18.4,-296.76908639901296
18.433,84.49709991014026
18.466,163.48268396630044
18.5,-115.26574315118536
18.533,-307.3556006638933
18.566,-618.48819241258
18.6,-374.788581567904
18.633,-314.6998393144638
18.666,-228.55033040786952
18.7,-222.9849215446241
18.733,-75.49537707174812
18.766,-154.93103305547447
18.8,-131.66201469819504
18.833,-95.76155275847992
18.866,-307.135543728243
18.9,-431.31241050694473
18.933,-454.98559642172194
18.966,-375.36385308022267
19.0,-129.5705655088682
19.033,-121.62262883344977
19.066,-169.5435382352385
19.1,-136.24948027705864
19.133,-179.11426337965906
19.166,-200.9087744235398
19.2,39.25032452276116
19.233,-23.733118132295203
19.266,-26.660578049801188
19.3,-156.2785133680983
19.333,31.139748476268096
19.366,-134.729555750629
19.4,-177.5896136175624
19.433,-12.902797883405924
19.466,-172.4228685064361
19.5,-50.886359908198074
19.533,-391.9128758045032
19.566,-575.6278252106044
19.6,-537.4177106305111
19.633,-96.98514168624496
19.666,-71.54189565766706
19.7,-89.7578383952702
19.733,76.37550077212643
19.766,-138.5541982018891
19.8,-672.5019905148533
19.833,-352.16528973482275
19.866,-200.56663124887817
19.9,-294.43470794843756
19.933,-291.2243035230825
19.966,-114.97126957066256
20.0,-151.20064300060108
20.033,-156.34261823297783
20.066,163.66309242164073
20.1,-81.01183214601224
20.133,-48.922533255954875
20.166,-259.2631716715871
20.2,-17.566008122514404
20.233,28.49931346026267
20.266,-129.16061480897952
20.3,-394.9722633065588
20.333,-438.4722561646917
20.366,-371.6777814250071
20.4,-160.60416082481635
20.433,-343.270247647022
20.466,-489.2520348428432
20.5,-542.0031021488222
20.533,-636.9822649821215
20.566,-684.0504276676119
20.6,-794.5016702903774
20.633,-677.4532874533468
20.666,-711.0170530902244
20.7,-683.5823019256002
20.733,-601.6025453902969
20.766,-812.4864449171447
20.8,-691.9704066479817
20.833,-619.7661625794813
20.866,-580.4429682955802
20.9,-598.8643016389916
20.933,-642.5091695943039
20.966,-626.0889939700746
21.0,-601.4721974758626
21.033,-792.5038331462515
21.066,-518.6995291512526
21.1,-617.6113794987555
21.133,-624.5067237921008
21.166,-421.2662086413239
21.2,-490.5916681439878
21.233,-477.0633261888301
21.266,-844.6788043543295
21.3,-1159.051868927817
21.333,-1088.9504935935174
21.366,-981.1838459302458
21.4,-754.4053452973409
21.433,-602.847098271025
21.466,-877.7637402087108
21.5,-667.4054700800262
21.533,-842.1546210912827
21.566,-706.001877090094
21.6,-760.582488925678
21.633,-320.27904678182597
21.666,-436.1494663162657
21.7,-510.0639567404051
21.733,-497.9066389416587
21.766,-556.4147535995838
21.8,-733.2223090679199
21.833,-363.4924152092289
21.866,-467.02429049906465
21.9,-615.8961249251929
21.933,-629.9438925876598
21.966,-589.5439092360474
22.0,-698.9578802916477
22.033,-535.6078748154591
22.066,-502.3538405367529
22.1,-517.3364438790733
22.133,-434.4561340814288
22.166,-587.6930265557656
22.2,-694.4335214924081
22.233,-679.6159351024862
22.266,-508.6627574339765
22.3,-548.3128265265149
22.333,-613.9791739784872
22.366,-955.9012957431236
22.4,-1039.1909767879422
22.433,-1242.1655478895088
22.466,-1404.0008536602263
22.5,-1247.6546653279242
22.533,-619.1118738632424
22.566,-577.0259467155386
22.6,-573.244958592785
22.633,-720.112600852138
22.666,-908.4960723574618
22.7,-552.8966336359185
22.733,-681.8020895073881
22.766,-1042.358016044802
22.8,-971.4784008154886
22.833,-993.3619149405588
22.866,-870.447206456109
22.9,-588.1144726250452
22.933,-541.131980853515
22.966,-541.5383408844323
23.0,-459.88251449676306
23.033,-45.88940683200383
23.066,264.33387407755015
23.1,92.78712086540486
23.133,139.42894939412656
23.166,358.454838306837
23.2,373.3656541398161
23.233,254.32159091773565
23.266,89.89333231544049
23.3,52.95068461212509
23.333,-168.3520883576508
23.366,-39.88781834630652
23.4,185.56185498515515
23.433,75.75187281645947
23.466,-46.07876861894857
23.5,-235.87556672904907
23.533,-156.58601298346184
23.566,-146.09675153509136
23.6,-391.04638359705154
23.633,102.57912203600836
23.666,-187.9990733611399
23.7,-468.0075782051637
23.733,-275.10380638314797
23.766,-140.68764716475346
23.8,-271.38024743998625
23.833,-406.2176663588363
23.866,-311.7789289052891
23.9,-232.8591220421398
23.933,-354.2282122635459
23.966,-190.75519124434575
24.0,-94.09635979748464
24.033,96.38347061419016
24.066,47.58165638549667
24.1,127.8148008389079
24.133,50.20687603129102
24.166,93.56304758778413
24.2,121.15446446053636
24.233,218.96888242844648
24.266,259.869745333937
24.3,-105.28283110783632
24.333,-232.83644969245768
24.366,-194.40872055302543
24.4,-104.07862025143066
24.433,31.60405738247607
24.466,103.33773049419756
24.5,-46.082951506200686
24.533,81.5523910034135
24.566,-64.97006660894385
24.6,117.87328225151998
24.633,324.43741242259114
24.666,266.41290425107377
24.7,102.07663433398
24.733,-42.10605674196438
24.766,-227.45694852102412
24.8,-363.8381231300163
24.833,-357.00181630446644
24.866,-411.0363586680271
24.9,-644.1164756663449
24.933,-672.642908458465
24.966,-588.9651981748096
25.0,-597.3032999938832
25.033,-708.9150421423028
25.066,-1058.560658572027
25.1,-796.8597314654639
25.133,-723.7344221090849
25.166,-648.2297453653485
25.2,-593.305973462396
25.233,-503.1332871538144
25.266,-463.6451017542038
25.3,-458.6973870990905
25.333,-343.8974017356916
25.366,-200.7776662591051
25.4,-11.581686308953977
25.433,-205.7716736658051
25.466,-218.1113856965954
25.5,-501.1748740829975
25.533,-588.8962952501499
25.566,-589.8297177183945
25.6,-445.8576103437954
25.633,-455.0324695709775
25.666,-350.6439587419375
25.7,-412.40611058234646
25.733,-521.809468526684
25.766,-646.6566464108696
25.8,-511.7554110881441
25.833,-554.8795816861343
25.866,-953.1573071267536
25.9,-807.6047500506788
25.933,-896.0925456903794
25.966,-833.8449764652453
26.0,-973.8871550873404
26.033,-935.788501891093
26.066,-1357.0268708419944
26.1,-1300.0990117935307
26.133,-1341.5300526482142
26.166,-1482.5897033158922
26.2,-1271.1787652048306
26.233,-1217.6895874744982
26.266,-1222.392886294817
26.3,-1301.684260542238
26.333,-1112.7949184127751
26.366,-1149.7655525082778
26.4,-894.337773381691
26.433,-684.3937749952827
26.466,-488.9076137807251
26.5,-385.14529870744536
26.533,-555.9285310797363
26.566,-601.5490019499578
26.6,-658.9177328065905
26.633,-542.3277089528285
26.666,-563.7918977434722
26.7,-634.993289255919
26.733,-375.9863187118664
26.766,-455.3411894814092
26.8,-605.0275624574381
26.833,-680.6540778982302
26.866,-499.9403065239033
26.9,-473.85667461568295
26.933,-425.9594497537422
26.966,-408.2189319043981
27.0,-795.6799251465103
27.033,-967.3047853577276
27.066,-956.162862312348
27.1,-854.5094101990716
27.133,-981.7289804502088
27.166,-1117.8814218978123
27.2,-1113.422470593648
27.233,-838.2140068155159
27.266,-1163.9129023875334
27.3,-1578.7061337097855
27.333,-1196.9022413651446
27.366,-1363.436396602006
27.4,-1395.3204949808137
27.433,-1566.4496833863616
27.466,-1547.2834745008
27.5,-1485.6390334663
27.533,-1159.8004580773868
27.566,-1009.9928419185428
27.6,-1234.5846122013932
27.633,-1543.5213663927957
27.666,-1407.5446829570824
27.7,-1431.1108007582304
27.733,-1516.7933091049276
27.766,-1271.5165182081214
27.8,-1525.4843037337462
27.833,-1563.5083963543934
27.866,-1395.2157780957243
27.9,-1553.4960118431811
27.933,-1309.110315610233
27.966,-1438.6188996263295
28.0,-1441.974216809755
28.033,-1517.0214465616864
28.066,-1936.0423584549385
28.1,-1933.74818864077
28.133,-1697.3775408598267
28.166,-1805.311809953988
28.2,-1861.5393814863096
28.233,-1876.538011750159
28.266,-1724.1222856305303
28.3,-1731.6967514075277
28.333,-1695.1664499705666
28.366,-1650.8882406262628
28.4,-1709.4483273826077
28.433,-1401.9339570616023
28.466,-1554.8341619099515
28.5,-1447.7135081170336
28.533,-1217.7806563544134
28.566,-1259.904774955367
28.6,-1276.733640203861
28.633,-1197.310796025003
28.666,-1271.27606308947
28.7,-1594.768737373517
28.733,-1609.8869731506989
28.766,-1283.039043391147
28.8,-1172.1611859820066
28.833,-1180.2645369068532
28.866,-1068.8804654325652
28.9,-1108.274280562067
28.933,-1125.057672163363
28.966,-1202.3449799732143
29.0,-1124.240418259587
29.033,-1207.6165684818773
29.066,-1259.7615240985333
29.1,-1096.0589310622763
29.133,-1120.5911550456094
29.166,-1035.6126815839284
29.2,-929.5952385554592
29.233,-961.3090675741834
29.266,-1037.9064047739969
29.3,-1258.3444441387533
29.333,-1419.2230262320195
29.366,-1268.303933382866
29.4,-1127.3044765192071
29.433,-1279.574874714731
29.466,-1198.8482273635443
29.5,-1133.0167885438327
29.533,-972.309786233233
29.566,-619.9177412008302
29.6,-567.8928357031938
29.633,-751.7423100215462
29.666,-669.2516896907473
29.7,-863.4419013587386
29.733,-521.2627789292741
29.766,-739.0618227071785
29.8,-713.6430077576961
29.833,-712.3163628906016
29.866,-798.9061780553765
29.9,-880.2449708372317
29.933,-645.764390662374
29.966,-553.5866534852624
30.0,-613.1298486346767
30.033,-351.9958721505674
30.066,-403.6348949473412
30.1,-338.5098819595467
30.133,-593.7938585859906
30.166,-832.6301991338102
30.2,-690.7819450142051
30.233,-616.1658590587758
30.266,-268.8797997940571
30.3,-412.7078355123691
30.333,-352.82468939898763
30.366,-411.074679637869
30.4,-302.54036820036816
30.433,-198.26186554961237
30.466,-246.89419967186268
30.5,-409.1003636091221
30.533,-482.173575133936
30.566,-661.8036871299048
30.6,-585.7161598785973
30.633,-1020.7410514440948
30.666,-1078.5169283382716
30.7,-839.1242424143088
30.733,-646.8805890605245
30.766,-903.0605310519956
30.8,-791.5496784203438
30.833,-938.986570853572
30.866,-980.8384847399326
30.9,-807.3449831326565
30.933,-942.7194499795864
30.966,-692.7805047521073
31.0,-631.2277460150286
31.033,-577.4240890651494
31.066,-414.8193780425043
31.1,-300.1067172410702
31.133,-218.1389939471537
31.166,-382.0902077989009
31.2,-608.5879931492293
31.233,-658.0894276182755
31.266,-564.2600259742918
31.3,-770.7931684710245
31.333,-665.9834484516383
31.366,-577.0429260367903
31.4,-611.1909823642641
31.433,-602.9066207632795
31.466,-589.2424150142618
31.5,-517.7675915291726
31.533,-401.3211454397001
31.566,49.69253052254419
31.6,18.074739482276183
31.633,-182.56529506762485
31.666,-543.2252218220947
31.7,-779.1664507124788
31.733,-860.1814935285936
31.766,-692.729396270654
31.8,-718.8670091627998
31.833,-635.1776682014518
31.866,-734.6292970929599
31.9,-647.0619518420444
31.933,-482.17108101087655
31.966,-556.4645241085302
32.0,-498.0933664362073
32.033,-572.4353997788421
32.066,-783.1951106133544
32.1,-672.1780703301433
32.133,-576.7971280188932
32.166,-481.5446870415843
32.2,-335.0359591700993
32.233,-403.78378348554594
32.266,-464.2864305595882
32.3,-522.1970969500609
32.333,-470.2298044387688
32.366,-496.1262677344426
32.4,-484.5085224421889
32.433,-605.9290796932916
32.466,-772.7174440459742
32.5,-894.2714353755334
32.533,-780.933735955738
32.566,-748.6689525468962
32.6,-812.6838700942511
32.633,-680.1626661917023
32.666,-422.2740072468865
32.7,-522.0086561424524
32.733,-729.5662570210717
32.766,-565.0054617552446
32.8,-551.5940687478275
32.833,-597.7649138702272
32.866,-432.44605955267866
32.9,-486.6752340025767
32.933,-446.3849685799756
32.966,-430.9354988504077
33.0,81.79399053528186
33.033,7.402553563364336
33.066,64.2268573158376
33.1,-35.31121627614516
33.133,-25.25503961216384
33.166,-98.8405647172749
33.2,-9.10062934659311
33.233,-58.05859449565901
33.266,-16.74954068003342
33.3,-170.94897781714076
33.333,-327.7214287569302
33.366,-630.3787114082295
33.4,-535.9762470805938
33.433,-591.8841568979911
33.466,-205.59176842938345
33.5,-273.18200592210064
33.533,-102.06281369810802
33.566,71.1907795259715
33.6,-23.816083814463013
33.633,-194.75180943106648
33.666,-235.84117319929575
33.7,-52.231611680849824
33.733,305.0021113528711
33.766,39.897078153113966
33.8,-25.1912863975989
33.833,-138.84197914979097
33.866,-215.15706672075697
33.9,69.16707992666488
33.933,-73.4667467269411
33.966,-375.3074817633291
34.0,-326.2908439241668
34.033,-233.79347679060112
34.066,-299.68924614754013
34.1,-409.0918544904504
34.133,-364.1211711472494
34.166,-565.7249147901271
34.2,-473.74385101578827
34.233,-492.7610395083047
34.266,-250.72909520724107
34.3,-193.1966922721217
34.333,-247.85992631552676
34.366,-301.9049857822148
34.4,-626.9240818731887
34.433,-628.0512717178908
34.466,-611.9955312765387
34.5,-575.9624687022879
34.533,-582.2057293965435
34.566,-329.5781205685601
34.6,-372.9903818473691
34.633,-536.1956824671653
34.666,-803.3620712905512
34.7,-841.3157177533966
34.733,-956.6532403928074
34.766,-1118.2182708822288
34.8,-1097.5223112627198
34.833,-836.0816487770827
34.866,-641.6338566889276
34.9,-853.9191734843846
34.933,-842.8290102816394
34.966,-740.6934651796873
35.0,-635.3859107953956
35.033,-376.7623753945834
35.066,-598.9329908100822
35.1,-778.9767262090356
35.133,-870.8089715013066
35.166,-783.8779201801672
35.2,-1207.257236341266
35.233,-1205.721142229679
35.266,-1412.642707663097
35.3,-1343.2001856283914
35.333,-914.6759154453588
35.366,-736.3770951700235
35.4,-960.3379687577204
35.433,-1033.0496322426277
35.466,-1150.0408444625689
35.5,-905.78959650982
35.533,-1242.770012394952
35.566,-1299.8243086517864
35.6,-1345.7210388643002
35.633,-1487.5049171680043
35.666,-1148.6955954007703
35.7,-1357.5489184772814
35.733,-1535.907723508737
35.766,-1202.6700174692055
35.8,-1174.2241838826826
35.833,-1201.9901732338162
