time_start,time_end,eID
1178.822,1179.488,412
1184.821,1185.288,412
1187.488,1187.988,412
1191.321,1192.088,412
1194.521,1194.988,412
1197.721,1198.188,412
1199.788,1200.488,412
1202.621,1203.188,412
1204.921,1205.588,412
1207.921,1208.488,412
1210.321,1210.988,412
1217.021,1217.588,412
1220.321,1220.888,412
1226.788,1227.588,412
1230.721,1231.388,412
1236.121,1236.788,412
1237.921,1238.488,412
1256.521,1257.487,412
1267.821,1268.687,412
1275.721,1276.087,412
1278.121,1278.654,412
1282.321,1283.154,412
1285.32,1285.887,412
1288.22,1288.587,412
1290.12,1290.787,412
1292.92,1293.387,412
1295.42,1296.12,412
1298.72,1299.287,412
1301.42,1302.287,412
1308.62,1309.12,412
1311.42,1311.987,412
1317.42,1318.087,412
1320.92,1321.987,412
1326.22,1326.687,412
1327.52,1328.087,412
1339.92,1340.92,412
1349.72,1350.786,412
1355.52,1355.986,412
