id,recording_id,sensor_type_id,timestamp,offset_ms,data,created_at
4d3c9b8a-f5ed-4361-baa0-b663cacec661,16ef52e7-8ae6-474c-8911-a6aec7bafe58,3b48eed5-6ece-4eb8-8c88-b5e645839385,2025-12-11 15:30:54.718+00,72586,"{""x"":-3.2,""y"":7.4,""z"":3.6}",2025-12-11 15:30:55.223239+00
13e517a6-0504-40f9-af25-2f0883b1f536,16ef52e7-8ae6-474c-8911-a6aec7bafe58,3b48eed5-6ece-4eb8-8c88-b5e645839385,2025-12-11 15:30:54.827+00,72695,"{""x"":-0.9,""y"":10.600000000000001,""z"":3.2}",2025-12-11 15:30:55.335416+00
9527006c-46e9-45d8-855e-bfbee8d1813f,16ef52e7-8ae6-474c-8911-a6aec7bafe58,98a08aec-2fa6-4f63-9386-0f43015d701c,2025-12-11 15:30:55.714+00,73582,"{""x"":0.7000000000000001,""y"":-0.30000000000000004,""z"":-0.30000000000000004}",2025-12-11 15:30:56.2299+00
671e4565-d8fc-4ea0-8758-2b2641090dce,16ef52e7-8ae6-474c-8911-a6aec7bafe58,d4ad2653-b430-40c2-9f47-bdc140119c57,2025-12-11 15:30:55.844+00,73712,"{""x"":-1.117010721276371,""y"":-1.0576695267085636,""z"":0.07330382858376185}",2025-12-11 15:30:56.355909+00
08093288-7a21-4ec5-a94f-8a68e494dacd,16ef52e7-8ae6-474c-8911-a6aec7bafe58,c850391c-5cf3-4b3f-9fac-26438f5a9353,2025-12-11 15:30:55.944+00,73812,"{""quaternion"":[0.36422742357224325,0.23382985014469893,0.5441363762008291,0.7187333227242655]}",2025-12-11 15:30:56.447589+00
11852898-ca69-4a84-8445-1fb30ce7bb43,16ef52e7-8ae6-474c-8911-a6aec7bafe58,ac98dfca-0ee5-4d28-8657-4d29dbfc8f09,2025-12-11 15:30:56.038+00,73906,"{""x"":0.4,""y"":8.4,""z"":5}",2025-12-11 15:30:56.558302+00
9324a72b-2796-4f74-bf35-0c36f870b20b,16ef52e7-8ae6-474c-8911-a6aec7bafe58,d4ad2653-b430-40c2-9f47-bdc140119c57,2025-12-11 15:30:56.317+00,74185,"{""x"":-0.4642575810304917,""y"":0.31590459461097364,""z"":-0.008726646259971648}",2025-12-11 15:30:56.815642+00
f0f6dbc2-579e-4a06-93af-a9417a94127e,16ef52e7-8ae6-474c-8911-a6aec7bafe58,3b48eed5-6ece-4eb8-8c88-b5e645839385,2025-12-11 15:30:56.537+00,74405,"{""x"":0.4,""y"":7.7,""z"":4.9}",2025-12-11 15:30:57.049927+00
05c76f21-3c77-407a-8624-378820e71f36,16ef52e7-8ae6-474c-8911-a6aec7bafe58,c850391c-5cf3-4b3f-9fac-26438f5a9353,2025-12-11 15:30:56.627+00,74495,"{""quaternion"":[0.2429440529917599,0.2362527683151251,0.5617617520794238,0.754709580222772]}",2025-12-11 15:30:57.136836+00
7fbdcfed-8e0b-4747-8945-bc17f950acde,16ef52e7-8ae6-474c-8911-a6aec7bafe58,3b48eed5-6ece-4eb8-8c88-b5e645839385,2025-12-11 15:30:56.842+00,74710,"{""x"":0.2,""y"":8,""z"":5.1000000000000005}",2025-12-11 15:30:57.384338+00
a31c764e-16d1-4435-82ba-3b80cc14330b,16ef52e7-8ae6-474c-8911-a6aec7bafe58,c850391c-5cf3-4b3f-9fac-26438f5a9353,2025-12-11 15:30:57.179+00,75047,"{""quaternion"":[0.2918949725166759,0.189558811568508,0.5218712377960062,0.7787908532703041]}",2025-12-11 15:30:58.030436+00
682e9376-27a6-41e2-8749-38c0916f7fd9,16ef52e7-8ae6-474c-8911-a6aec7bafe58,c850391c-5cf3-4b3f-9fac-26438f5a9353,2025-12-11 15:30:57.723+00,75591,"{""quaternion"":[0.2933231773251012,0.19636275225825478,0.5805546219832044,0.7337298645028764]}",2025-12-11 15:30:58.284534+00
5e7e6854-6753-4811-8045-7b29c67c61f0,16ef52e7-8ae6-474c-8911-a6aec7bafe58,d4ad2653-b430-40c2-9f47-bdc140119c57,2025-12-11 15:30:58.574+00,76442,"{""x"":0.16057029118347832,""y"":0.5026548245743669,""z"":0.17278759594743862}",2025-12-11 15:30:59.185309+00
d5207024-39be-47dc-b0ba-58255a8ddf65,16ef52e7-8ae6-474c-8911-a6aec7bafe58,3b48eed5-6ece-4eb8-8c88-b5e645839385,2025-12-11 15:30:58.948+00,76816,"{""x"":-1.1,""y"":7,""z"":8.1}",2025-12-11 15:30:59.649448+00
644a6213-90fa-40e6-babe-6f0dbcbf96d0,16ef52e7-8ae6-474c-8911-a6aec7bafe58,ac98dfca-0ee5-4d28-8657-4d29dbfc8f09,2025-12-11 15:30:59.258+00,77126,"{""x"":0.4,""y"":6.5,""z"":7.300000000000001}",2025-12-11 15:30:59.784303+00
