time_s,synt_sig_20
3.867,241.59370907012172
3.9,298.09024165535675
3.933,295.5821451453554
3.967,758.093088635701
4.0,795.3731639297249
4.033,591.8504580325216
4.067,494.57245827675376
4.1,682.9191559581824
4.133,997.027958073817
4.167,857.5318953335213
4.2,305.9549408796254
4.233,694.3825919363306
4.267,869.4594051939828
4.3,1088.329270907421
4.333,684.2594775570957
4.367,697.5022549955718
4.4,811.5926927984484
4.433,503.6674874873029
4.467,287.5778981521053
4.5,501.7706198430359
4.533,187.64409105151452
4.567,58.11225232742197
4.6,452.2595283031291
4.633,538.4728284264179
4.667,735.0590274862986
4.7,710.6863412231066
4.733,645.5011563555316
4.767,897.3205736893159
4.8,609.3180164917137
4.833,487.5023604549242
4.867,524.4568050429989
4.9,638.2732647530596
4.933,538.1441107463221
4.967,186.9209795164395
5.0,328.1342654245933
5.033,432.2881621060874
5.067,449.33629399326935
5.1,334.10542782914
5.133,539.451102861128
5.167,191.11766272434477
5.2,443.99214959427695
5.233,842.3758684239942
5.267,483.15924673380994
5.3,509.31184590276155
5.333,516.8126044976332
5.367,483.2627437256229
5.4,242.81773253375206
5.433,793.2677959973994
5.467,713.9404263806726
5.5,447.94665457787653
5.533,349.1813665032522
5.567,490.53032490119926
5.6,9.876093433463609
5.633,459.2909330929378
5.667,343.9281450881777
5.7,478.40356720671014
5.733,576.0091562854253
5.767,743.0228444614461
5.8,720.2159793449191
5.833,778.2774258605934
5.867,885.9340678666634
5.9,642.7435639309372
5.933,1070.2537526089677
5.967,876.1857429392774
6.0,698.4667219881957
6.033,479.8808429803831
6.067,513.8619167534307
6.1,608.8403388961937
6.133,543.7270284293826
6.167,913.0301682054184
6.2,641.9989354156356
6.233,762.2026856739692
6.267,434.4763642461866
6.3,977.5182825393085
6.333,474.55524718739196
6.367,951.4280832554803
6.4,737.1879537273951
6.433,172.14734944030306
6.467,705.6656328211909
6.5,639.4108514743989
6.533,429.9636973893998
6.567,623.7429713322105
6.6,761.8996253770962
6.633,740.4821941926483
6.667,872.8740806377167
6.7,769.2134132052496
6.733,832.9004110073251
6.767,612.386385596797
6.8,771.5214305368532
6.833,553.6926765497346
6.867,314.68400669309233
6.9,420.3760658188201
6.933,431.7414607090875
6.967,656.5196806149725
7.0,248.72344873718373
7.033,655.5888978220016
7.067,487.4117401819659
7.1,-34.22045675540505
7.133,10.983195714876729
7.167,220.62192424623854
7.2,411.9140746756399
7.233,358.6865033277288
7.267,165.33364400883394
7.3,225.4682633122338
7.333,130.65621984959643
7.367,334.87708849028013
7.4,344.38426109069957
7.433,536.1053635893002
7.467,145.45469851978544
7.5,239.8926385018563
7.533,820.4899652886813
7.567,730.1688777366547
7.6,506.77887399475924
7.633,358.96252005666486
7.667,759.3420952679951
7.7,942.0267254366272
7.733,395.5269038977225
7.767,259.50524308557783
7.8,556.261779202948
7.833,616.3904323840982
7.867,580.0296517843975
7.9,916.5042394785648
7.933,541.7170548041953
7.967,599.817377529257
8.0,749.2509588782444
8.033,760.400636921466
8.067,476.4494066216106
8.1,411.6394423254869
8.133,425.90097395473015
8.167,837.7964614650459
8.2,400.9133746875605
8.233,385.8297282511087
8.267,690.244030906606
8.3,378.5615987478032
8.333,475.44327122084
8.367,79.31446449868247
8.4,369.64062468666106
8.433,453.85567759020876
8.467,464.50793690215113
8.5,268.41896890932935
8.533,469.1157878403909
8.567,501.6338323262604
8.6,758.735366630044
8.633,734.0583811246031
8.667,314.65181070456435
8.7,304.9811014011931
8.733,321.5848511372749
8.767,415.1076298800088
8.8,360.25326122651245
8.833,384.60487592588527
8.867,1085.5099933761294
8.9,657.7579650226062
8.933,871.5870960825652
8.967,708.9694741041897
9.0,192.17138451935568
9.033,445.2691648547728
9.067,714.7085744505991
9.1,680.0127526729311
9.133,627.696052874482
9.167,633.5247409773822
9.2,523.4462404532921
9.233,720.4783040889577
9.267,495.2408576737829
9.3,368.679225013801
9.333,578.1362081298371
9.367,492.1708302876833
9.4,754.3401416312435
9.433,714.8759625172812
9.467,461.33424028958825
9.5,298.7811784953867
9.533,328.36167193210895
9.567,910.5415265100719
9.6,582.9986957164638
9.633,701.7974115225855
9.667,401.82004856607625
9.7,291.354784009895
9.733,369.90171227516623
9.767,764.9906825215432
9.8,303.8123518633314
9.833,297.7191002561285
9.867,672.5309117470258
9.9,920.7633596091398
9.933,736.1015915395902
9.967,781.1758302403632
10.0,543.3595607292951
10.033,312.97001841583614
10.067,180.76403515850353
10.1,137.92118331681593
10.133,350.12915578423406
10.167,137.8245036575919
10.2,368.69446414060747
10.233,363.84338950235394
10.267,291.98888366790743
10.3,582.5454403318813
10.333,322.91369864171634
10.367,725.3412869966942
10.4,791.6278411223909
10.433,418.56026980807223
10.467,760.6089259264725
10.5,427.64521986038096
10.533,754.0278303526495
10.567,691.8882887223581
10.6,251.99512247850606
10.633,152.5112024074853
10.667,292.4336983674234
10.7,551.1466724952136
10.733,406.53732134939264
10.767,395.409812522665
10.8,511.73856491024753
10.833,97.48290763126437
10.867,470.70081712852806
10.9,742.1373155176886
10.933,739.6646117784244
10.967,529.3139198482575
11.0,391.2784955446051
11.033,269.5469103344559
11.067,133.2276429937968
11.1,770.0344099588103
11.133,556.4490293796159
11.167,707.6366745578997
11.2,836.0659223383517
11.233,731.254819351639
11.267,424.51826951667874
11.3,608.2371596216856
11.333,341.74466934463817
11.367,554.6419952387564
11.4,293.57844005042546
11.433,304.06613392068306
11.467,322.3666073185565
11.5,706.5047439024963
11.533,30.610739044776096
11.567,782.1219578912412
11.6,478.15057243395984
11.633,442.001718664226
11.667,571.6132543137481
11.7,618.2695949678377
11.733,735.850442099442
11.767,743.7283364999772
11.8,1078.5251400901097
11.833,965.8103965200712
11.867,739.9927321568556
11.9,571.2979500533011
11.933,477.48308651550616
11.967,789.2775582904619
12.0,994.0665039357273
12.033,941.9475387798791
12.067,88.04336203002401
12.1,-54.66911401797131
12.133,303.5277124245228
12.167,275.6314791559575
12.2,273.8048759054544
12.233,661.820283964684
12.267,889.4126894063241
12.3,731.4276793436566
12.333,288.3592309933278
12.367,196.78326359957106
12.4,424.7106086505308
12.433,516.9825677200452
12.467,172.7239502239425
12.5,494.22283632477985
12.533,161.0958991594975
12.567,-238.5754426974235
12.6,-57.435412041593
12.633,479.9010162637513
12.667,715.7814731013887
12.7,186.37668865335593
12.733,73.42531589186501
12.767,543.9674237530046
12.8,373.6384944328509
12.833,624.4479760311085
12.867,697.6516605773656
12.9,837.1677262159778
12.933,522.6927378341834
12.967,626.5982295147323
13.0,1008.1411602223551
13.033,758.2292076789962
13.067,629.209380710502
13.1,541.5755426053908
13.133,226.28256800460588
13.167,133.06306187104974
13.2,104.68020780782501
13.233,-85.79157519954342
13.267,-149.1229605713941
13.3,-376.7212849826359
13.333,-145.80941942143232
13.367,245.34208589585012
13.4,190.15546551944243
13.433,213.9914559794302
13.467,527.9317456163765
13.5,860.6425227071287
13.533,1102.4204543100254
13.567,787.5263189291812
13.6,638.7145253703039
13.633,573.3244238279427
13.667,682.3056676041882
13.7,499.8570322255209
13.733,437.34986516021667
13.767,481.3582719602347
13.8,305.3665476682778
13.833,-120.97032800241072
13.867,34.17479292794502
13.9,552.0586439135438
13.933,733.0456469828721
13.967,736.7702089044323
14.0,527.8518180001106
14.033,417.17586008931215
14.067,842.0572682002712
14.1,368.9716920704748
14.133,402.1220343513407
14.167,855.5518957777615
14.2,699.9595105919393
14.233,500.5250493420329
14.267,768.8879600623493
14.3,672.4675513207973
14.333,624.9144395450016
14.367,892.4148629349704
14.4,141.8177660799049
14.433,441.76857279052035
14.467,334.00530268002035
14.5,329.00505764073057
14.533,392.07139571521463
14.567,283.6618746333222
14.6,448.49713695353194
14.633,544.6946625736504
14.667,525.485183029585
14.7,516.3554885955083
14.733,495.2808225352487
14.767,489.11462608743017
14.8,502.2949001017999
14.833,275.5412299035293
14.867,662.8212798245181
14.9,545.6799628571079
14.933,409.11290258966426
14.967,551.275925313487
15.0,509.5016872577453
15.033,757.8531693901234
15.067,794.048813302627
15.1,658.1555335302617
15.133,819.6608925198202
15.167,742.8586964801236
15.2,375.7935403167072
15.233,656.1082764046012
15.267,177.02002482216386
15.3,-420.6526011270162
15.333,226.01845621872457
15.367,405.35475180970616
15.4,400.0876447421579
15.433,699.3657771975224
15.467,624.7342296464764
15.5,513.109366293473
15.533,687.3631162986346
15.567,415.0376062261461
15.6,399.68273370059376
15.633,525.6590700193838
15.667,577.0705517080341
15.7,432.36645040512235
15.733,353.7128229959292
15.767,206.0138376703942
15.8,189.80371457004918
15.833,708.5916053441244
15.867,468.8042426877055
15.9,491.170258320985
15.933,212.57129755275116
15.967,952.3063723192621
16.0,480.83906001256605
16.033,179.71035726653338
16.067,382.63864667259895
16.1,283.7629266274072
16.133,419.80895882408527
16.167,60.40830878146335
16.2,518.5497900136138
16.233,710.1843742702919
16.267,524.8054793742951
16.3,130.89342133976572
16.333,188.2148068936708
16.367,376.0987484496527
16.4,97.5748063386028
16.433,0.899453989312633
16.467,473.9129101390147
16.5,485.72641530653027
16.533,446.6283040990234
16.567,558.0803449006231
16.6,498.8632447848592
16.633,485.31331915550624
16.667,572.2458431660453
16.7,679.2891796820657
16.733,670.0033519008045
16.766,898.0617515969193
16.8,705.2345461197671
16.833,321.5129334381296
16.866,687.8950258335684
16.9,533.5634676338842
16.933,302.02000156815245
16.966,553.8030002194846
17.0,612.4862990806926
17.033,250.219823905213
17.066,515.4933408416323
17.1,911.2092808526938
17.133,724.1845359331705
17.166,536.8841544746477
17.2,212.83836702702592
17.233,861.253060185769
17.266,516.4351464507977
17.3,130.26023798105257
17.333,381.281953500346
17.366,699.7290221716826
17.4,801.4860755831895
17.433,427.8823292035067
17.466,479.19206650154274
17.5,565.573384079443
17.533,734.1570074400745
17.566,675.431507554229
17.6,625.626162476903
17.633,812.0530526023852
17.666,394.17214147455024
17.7,548.5806964651224
17.733,568.4923760102291
17.766,502.91942707240776
17.8,445.7261165202541
17.833,519.7035834163229
17.866,387.9509322350301
17.9,1024.473676611835
17.933,1016.7913834851917
17.966,977.0984638257775
18.0,687.2208624995804
18.033,484.4193931576252
18.066,500.9101740304184
18.1,505.86335312094263
18.133,151.20799343385272
18.166,450.5089739062707
18.2,731.0150291186478
18.233,88.36914812159466
18.266,102.27138311952433
18.3,614.9532104353772
18.333,597.6268521432468
18.366,284.9316520821243
18.4,572.7144382643862
18.433,456.7763596079453
18.466,424.1002809083009
18.5,190.589023622431
18.533,349.1935030248634
18.566,644.7283636829109
18.6,426.2870620312174
18.633,583.524784049267
18.666,550.5478253066362
18.7,773.731486286661
18.733,523.8099395378912
18.766,851.7043594913365
18.8,837.5600497546025
18.833,730.7711101891538
18.866,708.508145945822
18.9,544.1366497046253
18.933,436.9169407727328
18.966,540.5194946463229
19.0,252.47906973682666
19.033,249.29684381598935
19.066,186.0360799991101
19.1,458.0413894173475
19.133,561.4255381097532
19.166,764.2772095073374
19.2,558.8643398894768
19.233,398.6300120577386
19.266,181.9026636458273
19.3,411.4830308345415
19.333,712.5554478398292
19.366,523.9827013727593
19.4,524.0392851429572
19.433,573.2750238720358
19.466,614.9045586295249
19.5,746.0585836974753
19.533,1015.3320100459539
19.566,872.9583620464246
19.6,860.848723005844
19.633,695.9041161022202
19.666,618.7732788202113
19.7,553.6057987982441
19.733,459.72235275481006
19.766,526.8595677412485
19.8,662.5573692530583
19.833,591.1406171353167
19.866,493.89437884678426
19.9,562.0839614075251
19.933,350.0764241894045
19.966,610.9203032997252
20.0,457.9764886776249
20.033,227.50116171235928
20.066,501.8068303758074
20.1,621.888170956578
20.133,338.561219271011
20.166,559.7818651843911
20.2,700.8975264118942
20.233,1030.2069470714155
20.266,693.6206933682658
20.3,623.6512405162946
20.333,520.0187446725861
20.366,666.5911712109205
20.4,564.8246402600306
20.433,732.2318911609252
20.466,548.8358238398264
20.5,679.7375395930994
20.533,573.2665005986582
20.566,146.94769246576953
20.6,497.1362758664862
20.633,133.78544875506822
20.666,272.6710127522882
20.7,349.5300327860078
20.733,407.32672260197637
20.766,452.52216428773187
20.8,487.0311661989601
20.833,582.7009898854478
20.866,522.877890999945
20.9,1087.579335434807
20.933,709.0970933358201
20.966,365.63506946140825
21.0,223.80372521467774
21.033,566.302369435648
21.066,137.62478544195505
21.1,10.678853889558468
21.133,-2.8299100490731917
21.166,371.2317359501417
21.2,659.1094654617277
21.233,283.6103107010959
21.266,500.99522654310965
21.3,-1.4814867661772269
21.333,118.06724374553926
21.366,403.02919999370306
21.4,294.50859150806
21.433,572.873645356128
21.466,67.05093280112601
21.5,162.68091298859792
21.533,431.7291355890311
21.566,483.4478679160084
21.6,534.1777203943536
21.633,567.2190054364229
21.666,321.54776753159047
21.7,262.3240228140505
21.733,870.0452721503839
21.766,339.8442147483927
21.8,94.00215373949334
21.833,516.0321385820516
21.866,275.92638630279464
21.9,701.7822708957895
21.933,1133.3508167002992
21.966,737.7691779236311
22.0,743.7556006317388
22.033,312.07999100594134
22.066,666.9124560873133
22.1,56.691637962919
22.133,-38.564157203692616
22.166,284.01283857730675
22.2,479.0224621947462
22.233,75.82498059748838
22.266,146.67026697587107
22.3,-6.113767361104237
22.333,166.53210942148448
22.366,82.41311062628634
22.4,75.3544034336089
22.433,398.99057667457987
22.466,475.26303771210814
22.5,553.5124973595082
22.533,463.269363520527
22.566,638.0081808484147
22.6,557.1160158371955
22.633,399.8821757560156
22.666,565.5151158637399
22.7,426.5255091519499
22.733,369.98179218803165
22.766,654.1216124663587
22.8,755.4270214588761
22.833,522.4077327470517
22.866,710.0755091425098
22.9,350.0076047962711
22.933,368.6348032257867
22.966,258.44259400156056
23.0,345.33006389273606
23.033,542.3994582214993
23.066,597.7282602461204
23.1,612.4633618564178
23.133,586.5415094230727
23.166,517.5543919171321
23.2,767.996651172897
23.233,270.00884404809005
23.266,241.48254643729103
23.3,484.5901733975387
23.333,785.124526282638
23.366,483.40593595778034
23.4,423.54257880086095
23.433,240.15880060993314
23.466,276.23798982191886
23.5,490.0009261931417
23.533,751.9049465218658
23.566,510.77798872002916
23.6,359.9988189531404
23.633,500.3328418558199
23.666,132.25859244153776
23.7,533.4012407011098
23.733,201.1225134201872
23.766,400.516427295213
23.8,510.94542317580664
23.833,602.226426279705
23.866,560.8568749002054
23.9,521.1125816384314
23.933,619.853122160646
23.966,735.6081358373385
24.0,973.5484733169844
24.033,468.95454169775957
24.066,126.92082324872882
24.1,54.91238978090661
24.133,-123.53661617612994
24.166,-160.7106540985278
24.2,-203.32676301182397
24.233,7.715444709410889
24.266,381.443265175609
24.3,479.63344619839864
24.333,277.04093975496835
24.366,271.74253441109545
24.4,837.6018758298412
24.433,725.7378682358069
24.466,568.7218682832561
24.5,578.4135318093362
24.533,524.4230000889205
24.566,936.2680253184428
24.6,601.1638216176113
24.633,553.6547598426507
24.666,218.5231648440796
24.7,262.5913522409072
24.733,226.04143100923534
24.766,382.6150257918973
24.8,207.5026708204106
24.833,351.9436955925303
24.866,286.02645129069015
24.9,110.51224071161127
24.933,12.946730890212308
24.966,184.66520744633695
25.0,305.4644908722422
25.033,278.1661419851026
25.066,152.3685262825493
25.1,279.2976057685755
25.133,285.4572672883041
25.166,96.53877617331221
25.2,261.03532539210624
25.233,727.029384941246
25.266,498.437646766294
25.3,129.30621316623746
25.333,659.0175188815745
25.366,826.3308864341394
25.4,868.3927426761358
25.433,619.6192867783391
25.466,435.54993121066695
25.5,330.9511629188195
25.533,637.2511507437899
25.566,814.1372346763713
25.6,374.6986130002748
25.633,-77.60284631367188
25.666,287.23567757615746
25.7,146.32478928269674
25.733,24.038143735982032
25.766,133.87158727472163
25.8,391.8770003494466
25.833,226.21752051503407
25.866,318.1546487597308
25.9,326.07437303029553
25.933,-128.7761829746167
25.966,285.93291986233885
26.0,231.50117940160115
26.033,-18.057470308987348
26.066,24.95824956827417
26.1,276.0859415276593
26.133,314.84823803558095
26.166,438.1378581044825
26.2,492.1329146337613
26.233,208.93135413568575
26.266,-299.35144306296775
26.3,111.75524196392871
26.333,341.40346725192916
26.366,209.03495092100508
26.4,407.4310019658248
26.433,219.83714667704126
26.466,259.48828172029005
26.5,107.83598160465485
26.533,363.3640039469716
26.566,144.65715627658003
26.6,704.7727350267426
26.633,417.2903627669364
26.666,562.8873951419225
26.7,388.99076850345654
26.733,701.7474718229669
26.766,817.4756064935426
26.8,506.26635658902734
26.833,542.5411729553656
26.866,805.4348272880179
26.9,664.1888639067033
26.933,310.63531848464885
26.966,413.6358287814906
27.0,290.24328561018257
27.033,367.8312878755729
27.066,175.7607076357791
27.1,358.96687599992083
27.133,-3.9815937953638922
27.166,-39.65069307311512
27.2,0.5705704604770858
27.233,116.95430237215088
27.266,-135.37450084974233
27.3,-86.14545744804792
27.333,316.3456383930848
27.366,485.70443001977895
27.4,-192.5477300729379
27.433,-5.610292054373247
27.466,511.662925351517
27.5,448.6965352298707
27.533,401.5643287285729
27.566,524.6925459135095
27.6,301.72165501146895
27.633,407.6240491243084
27.666,464.921491380371
27.7,401.8386068490907
27.733,303.9242114369408
27.766,361.6479533105013
27.8,127.04539229553367
27.833,366.47794010595646
27.866,27.679125661190483
27.9,12.87476004369256
27.933,347.6054408993098
27.966,378.0694617751023
28.0,207.6606472113832
28.033,-81.8859466476622
28.066,178.8014336489241
28.1,117.69476464827162
28.133,266.4936586002334
28.166,148.45092993421417
28.2,-121.28589160659283
28.233,-149.87337958518117
28.266,-5.7705645727329795
28.3,112.7540899028038
28.333,-104.58100615968027
28.366,-54.60146907191938
28.4,329.2158674056232
28.433,518.5716841279872
28.466,403.3314333138378
28.5,303.42041613301024
28.533,246.1687545133766
28.566,434.9226980462126
28.6,267.66244792045563
28.633,456.7831181519253
28.666,608.6005861085869
28.7,568.1920562866799
28.733,351.09721548055757
28.766,278.0005358350078
28.8,-26.510017052902242
28.833,147.85833742822905
28.866,190.09643226999845
28.9,-91.48583098510971
28.933,623.2843279777596
28.966,570.7146253404685
29.0,225.76260562526454
29.033,757.9227401447256
29.066,463.0526187165863
29.1,569.6300858953076
29.133,474.86430102641987
29.166,323.45964636483814
29.2,284.9141950986499
29.233,631.5489147954736
29.266,637.5384779764888
29.3,433.17821955839514
29.333,-14.827378819446324
29.366,309.0298667016679
29.4,47.06126199380043
29.433,238.5439842999184
29.466,91.51737697101223
29.5,89.46646255823097
29.533,90.34471907794205
29.566,410.0955813059642
29.6,-73.70192337961885
29.633,278.18335278690586
29.666,393.8523789848169
29.7,314.46149509050963
29.733,195.9452322192709
29.766,381.0118279029153
29.8,265.72350366713073
29.833,183.63750212827335
29.866,261.31059782800173
29.9,658.3911434355296
29.933,127.99542653226968
29.966,343.9946944673276
30.0,339.92945861289
30.033,274.42237055877996
30.066,-57.85661731278702
30.1,-237.97071267620697
30.133,136.001022284158
30.166,-101.88929137691275
30.2,253.82388519757245
30.233,26.59883295102955
30.266,291.5581385096865
30.3,174.35617667529485
30.333,80.65272403183923
30.366,-17.099212626999645
30.4,237.0412241843034
30.433,394.08150045018976
30.466,227.2763433595064
30.5,387.7535583757126
30.533,370.7717415546641
30.566,48.88660498577633
30.6,261.3649491597448
30.633,204.43541582520098
30.666,-344.97710780157377
30.7,-94.24539562952839
30.733,-270.6545064602301
30.766,-317.0194045056797
30.8,-129.30202052383396
30.833,8.783034090379886
30.866,-86.11687904194369
30.9,183.246696110721
30.933,177.25323048465793
30.966,99.47793570854064
31.0,184.0218193476785
31.033,482.37835557104194
31.066,-125.39907127221153
31.1,358.3286646274831
31.133,184.60358112839754
31.166,24.574284070529558
31.2,47.379568165990605
31.233,-38.03756210908551
31.266,-132.05347972355855
31.3,218.08884434043097
31.333,218.9425999159318
31.366,-223.27861960152296
31.4,186.51389652444044
31.433,336.97025393102365
31.466,-98.3131623887216
31.5,91.56463505287428
31.533,325.2639224629081
31.566,-88.60619747846891
31.6,115.69721040088672
31.633,25.263390517007196
31.666,231.59898826926405
31.7,-0.4893990518478404
31.733,328.8435043173216
31.766,217.35497909437896
31.8,76.70567661917144
31.833,6.7784382552445095
31.866,317.24089824840246
31.9,79.2887148651667
31.933,351.48210647010507
31.966,332.48731873277615
32.0,-17.545071415943085
32.033,136.96566305201975
32.066,195.7187303780374
32.1,-139.6032853284759
32.133,29.24329270071459
32.166,246.77238606426315
32.2,442.9437808348126
32.233,518.9546726399701
32.266,884.1317028758544
32.3,577.3638017432154
32.333,572.1741459523553
32.366,326.8358779134022
32.4,720.2500344092855
32.433,267.3008880599434
32.466,655.0913286135631
32.5,848.1819254576349
32.533,377.8328857682256
32.566,577.7969524981488
32.6,566.1860468552582
32.633,328.5559093335032
32.666,271.88440750785253
32.7,348.89528569836006
32.733,388.78453347909135
32.766,633.0839330457017
32.8,554.7337025886699
32.833,259.9679362435568
32.866,487.24573190412025
32.9,24.801283677778088
32.933,58.27487332981315
32.966,96.7075557959925
33.0,303.40418456469513
33.033,633.0134397682539
33.066,463.4254905549223
33.1,307.4212279563059
33.133,203.39497566406757
33.166,453.27403227547825
33.2,282.1023617245778
33.233,133.44984505797706
33.266,440.1051666570928
33.3,627.7790494978751
33.333,209.19742310640288
33.366,-72.27140259547684
33.4,147.51859010080506
33.433,-33.36016134040099
33.466,-218.16305711568526
33.5,-229.72498317305747
33.533,243.91204963267853
33.566,345.2501372872233
33.6,768.7375914671836
33.633,352.96105819300703
33.666,656.7966911230648
33.7,630.774729886565
33.733,325.4173760399122
33.766,272.9449945213356
33.8,187.32653205056008
33.833,305.4568540235214
33.866,481.24669260168616
33.9,259.55799194342393
33.933,462.7465597852875
33.966,678.3759138240007
34.0,795.3835400815163
34.033,268.9359802991495
34.066,323.91105786508484
34.1,529.8236947447247
34.133,153.65657988536043
34.166,-92.832391088142
34.2,122.77533155117061
34.233,122.69738060031133
34.266,117.79883741645475
34.3,58.37135677906474
34.333,640.0071304949528
34.366,339.89127106566315
34.4,424.8015089616595
34.433,496.1347525368112
34.466,44.21422662977386
34.5,505.9885337857511
34.533,519.0998487559577
34.566,396.1561229855632
34.6,585.2299087367776
34.633,466.02358416519985
34.666,591.8775851715787
34.7,37.143893874601076
34.733,373.0893310404574
34.766,390.53839443230135
34.8,352.4168645875538
34.833,124.77071831515937
34.866,196.11050988484834
34.9,215.81467692775763
34.933,-18.530652718834602
34.966,192.13406328811382
35.0,571.0702926674056
35.033,86.14236727977362
35.066,303.8411391419669
35.1,242.14230418438964
35.133,145.1879532098493
35.166,213.86299475090595
35.2,256.8225043551412
35.233,303.9653773119969
35.266,46.093263795791415
35.3,416.07689609017206
35.333,357.22530583511366
35.366,420.39104698919357
35.4,617.7836074404759
35.433,50.47532919010291
35.466,352.18330634194376
35.5,304.614673252683
35.533,480.4003449307023
35.566,178.8837450542846
35.6,464.41885906444287
35.633,179.90499386570417
35.666,324.54309956683346
35.7,356.2700057731709
35.733,272.6495345422238
35.766,66.09929603586028
35.8,128.30579045057485
35.833,410.7573139935906
35.866,620.7577481528972
35.9,832.2018585651492
35.933,688.3996834030522
35.966,615.9296421772317
36.0,624.2823729229483
36.033,899.2336140798632
36.066,692.3001489168108
36.1,538.9711186710483
36.133,447.26673625810554
36.166,406.7690678226767
36.2,443.0018144875783
36.233,190.65742291117135
36.266,132.97723219342504
36.3,250.04386844060227
36.333,178.502362790693
36.366,340.89969599224537
36.4,452.0665826292038
36.433,439.39867692708776
36.466,502.56787757651665
36.5,454.0936287519621
36.533,-424.44707186676544
36.566,-186.4369859243683
36.6,232.81658730002158
36.633,-19.46476050469093
36.666,249.3099331954335
36.7,490.8746865206216
36.733,359.68946654960564
36.766,206.61199924420578
36.8,271.39029791275834
36.833,285.37019674472054
36.866,418.4620727327937
36.9,-163.35957345364966
36.933,-57.317074356515946
36.966,-69.4033125696626
37.0,-475.84269816694774
37.033,-241.43270451294427
37.066,-334.489764121753
37.1,-154.0547252829386
37.133,-95.43520597820599
37.166,139.39628011702843
37.2,114.06504830804818
37.233,-190.6622313305346
37.266,132.87336782163493
37.3,708.4662637810256
37.333,631.3592955089305
37.366,560.7931590521508
37.4,450.8159522403929
37.433,342.938078218638
37.466,201.76038471903453
37.5,261.54973390258795
37.533,1.3063369984886322
37.566,201.11978463455392
37.6,98.3823723110319
37.633,-213.01848000246022
37.666,-125.02113830111793
37.7,333.8118319788043
37.733,263.2011797169123
37.766,-559.7202195937591
37.8,-230.57891520168698
37.833,246.31359189355152
37.866,64.48654413948259
37.9,164.34632075135738
37.933,142.21354486649514
37.966,292.84812060870775
38.0,269.3614487747161
38.033,67.42533025461165
38.066,275.7534233236386
38.1,609.4912153353018
38.133,486.16300135030895
38.166,375.0783519397206
38.2,171.7806021186569
38.233,468.6261098232209
38.266,236.93039196969775
38.3,331.17979133994675
38.333,460.44857927348534
38.366,584.4927363598752
38.4,639.5661092211965
38.433,663.7924939821132
38.466,215.52789738582453
38.5,114.63175072057453
38.533,-62.21080457972374
38.566,-226.83297418256825
38.6,307.3674866309625
38.633,5.387542441511755
38.666,-139.1863092860637
