time_start,time_end,eID
245.098,245.498,405
245.531,246.398,404
246.531,246.864,412
246.898,247.298,405
247.731,249.098,406
249.231,249.564,412
249.664,250.097,405
250.131,251.497,404
251.631,252.197,412
255.331,255.897,405
255.997,257.697,404
257.831,258.164,403
258.297,258.664,412
259.331,259.797,405
260.064,261.564,406
261.831,262.164,412
265.331,265.764,405
265.831,266.831,404
267.131,267.897,403
268.031,268.531,412
268.631,269.197,405
269.264,269.531,401
269.731,271.364,406
271.631,271.964,412
276.131,276.697,405
276.931,277.464,412
277.731,278.231,405
278.431,278.897,412
282.331,285.397,408
287.03,287.597,405
287.93,288.997,413
289.03,290.897,407
290.93,292.897,413
292.93,293.564,412
297.13,298.097,405
298.33,299.797,413
299.83,301.997,407
302.03,303.597,413
303.73,304.164,412
308.13,308.797,405
308.83,310.164,406
310.23,310.597,412
310.664,311.097,405
311.264,312.697,404
312.93,313.397,412
314.497,315.264,405
315.43,316.597,406
316.73,317.597,412
317.997,319.13,405
319.297,320.663,404
320.83,321.163,412
322.43,322.897,405
322.93,323.997,406
324.13,324.563,412
324.83,325.197,405
325.23,325.997,404
326.33,326.697,412
326.73,327.097,405
327.33,328.463,406
328.497,329.097,412
329.163,329.497,405
329.53,330.497,404
330.53,330.997,412
331.03,331.463,405
331.73,332.897,406
333.23,333.497,412
333.597,333.797,405
333.83,334.897,404
334.93,335.463,412
377.83,378.663,405
378.696,380.496,404
380.696,380.896,403
381.03,381.463,412
381.996,382.63,405
382.796,384.296,406
384.396,384.896,412
387.696,388.096,405
388.129,389.996,404
390.129,390.796,403
390.829,391.196,412
391.696,392.263,405
392.329,392.596,401
392.729,394.463,406
394.629,395.096,412
398.229,398.996,405
399.029,399.496,412
399.529,399.996,405
400.529,400.896,412
404.896,408.429,408
409.896,410.796,405
410.996,412.696,413
412.729,413.963,407
414.029,415.763,413
415.796,416.363,412
420.629,421.662,405
421.896,423.096,413
423.129,425.596,407
425.629,426.696,413
426.729,427.429,412
431.229,431.762,405
431.896,432.896,406
432.929,433.462,412
433.629,434.196,405
434.229,435.596,404
435.896,436.296,412
437.429,438.096,405
438.396,439.596,406
439.796,440.596,412
440.829,441.962,405
442.129,443.396,404
443.429,443.862,412
445.362,445.962,405
446.129,447.496,406
447.529,448.062,412
448.429,448.796,405
448.829,449.596,404
449.729,450.062,412
450.262,450.762,405
450.829,451.862,406
451.895,452.262,412
452.529,453.095,405
453.129,454.162,404
454.195,454.495,412
454.529,454.995,405
455.129,456.395,406
456.429,457.062,412
457.229,457.595,405
457.629,458.829,404
458.862,459.395,412
462.929,463.429,405
463.462,464.962,404
465.062,465.429,403
465.629,466.095,412
466.595,467.095,405
467.129,467.395,401
467.429,468.862,406
468.962,469.462,412
472.695,472.995,405
473.029,474.595,404
474.662,475.195,403
475.295,476.095,412
476.429,476.762,405
476.829,477.129,401
477.162,478.962,406
478.995,479.529,412
482.929,483.395,405
483.528,483.795,412
484.928,485.295,405
485.495,485.895,412
488.828,492.895,408
494.995,495.695,405
495.995,497.295,413
497.328,498.895,407
498.928,500.895,413
500.928,501.395,412
505.695,506.995,405
507.228,508.495,413
508.528,509.895,407
509.928,511.395,413
511.428,512.095,412
516.228,516.795,405
516.828,518.061,406
518.095,518.495,412
518.828,519.161,405
519.195,520.495,404
520.761,521.161,412
522.261,522.961,405
523.228,524.528,406
524.628,525.495,412
525.628,526.661,405
526.828,527.928,404
527.961,528.495,412
529.828,530.361,405
530.528,531.495,406
531.528,531.995,412
532.195,532.695,405
532.728,533.661,404
533.695,534.261,412
534.828,535.095,405
535.228,536.295,406
536.628,537.061,412
537.328,537.828,405
537.861,538.695,404
538.895,539.461,412
539.528,540.261,405
540.528,541.495,406
541.695,541.995,412
542.428,543.095,405
543.128,544.295,404
544.328,544.761,412
548.828,549.195,405
549.228,550.994,404
551.094,551.461,403
551.494,551.894,412
552.328,552.794,405
553.028,554.594,406
554.628,555.094,412
557.928,558.294,405
558.328,559.994,404
560.394,560.728,403
560.794,561.194,412
561.594,561.961,405
561.994,562.294,401
562.328,564.094,406
564.328,564.994,412
568.828,569.394,405
569.428,570.094,412
570.228,570.694,405
570.728,571.294,412
574.428,578.894,408
581.128,581.994,405
582.028,583.294,413
583.328,584.994,407
585.027,586.694,413
586.827,587.361,412
590.927,592.294,405
592.427,593.694,413
593.727,595.594,407
595.627,597.194,413
597.294,597.994,412
601.561,602.194,405
602.294,603.394,406
603.494,603.994,412
604.127,604.694,405
604.727,605.994,404
606.227,606.594,412
608.327,609.094,405
609.227,610.394,406
610.827,611.294,412
611.927,612.794,405
612.927,614.294,404
614.394,614.894,412
617.027,617.394,405
617.494,618.294,406
618.327,618.794,412
619.094,619.494,405
619.527,620.394,404
620.427,621.06,412
621.427,622.194,405
622.394,623.46,406
623.527,623.894,412
624.227,624.594,405
624.627,625.394,404
625.56,626.06,412
626.494,627.094,405
627.327,628.194,406
628.227,628.994,412
629.294,629.894,405
629.927,630.76,404
630.927,631.36,412
635.427,635.86,405
635.894,637.994,404
638.027,638.26,403
638.327,639.394,412
639.427,639.827,405
639.86,640.094,401
640.127,641.594,406
641.627,642.094,412
644.727,645.194,405
645.227,646.994,404
647.094,647.627,403
647.66,648.394,412
648.927,649.627,405
649.66,649.994,401
650.027,651.827,406
651.86,652.293,412
656.027,656.76,405
656.793,657.193,412
657.527,657.893,405
657.927,658.593,412
661.927,665.293,408
667.327,668.093,405
668.127,669.393,413
669.427,670.993,407
671.027,672.593,413
672.627,673.593,412
676.827,677.86,405
677.893,678.893,413
678.927,680.893,407
680.927,682.193,413
682.227,683.027,412
687.426,687.893,405
687.926,689.26,406
689.293,689.793,412
689.926,690.593,405
690.626,692.093,404
692.126,692.66,412
694.526,695.16,405
695.326,696.493,406
696.626,697.393,412
697.926,698.793,405
698.826,699.96,404
700.026,700.593,412
701.86,702.293,405
702.426,703.393,406
703.426,703.893,412
703.926,704.26,405
704.326,705.193,404
705.226,705.893,412
706.026,706.726,405
706.76,707.526,406
707.626,708.26,412
708.326,708.693,405
708.726,709.693,404
709.826,710.293,412
710.326,711.093,405
711.226,712.393,406
712.526,713.193,412
713.326,713.893,405
713.926,715.293,404
715.326,716.193,412
719.626,720.093,405
720.126,721.893,404
721.993,722.226,403
722.259,722.993,412
723.526,723.893,405
723.926,724.193,401
724.226,725.626,406
725.659,725.993,412
728.526,729.093,405
729.126,730.859,404
730.893,731.426,403
731.459,731.993,412
732.626,733.059,405
733.093,733.593,401
733.759,735.393,406
735.626,735.993,412
740.593,741.093,405
741.226,741.693,412
741.926,742.493,405
742.726,743.159,412
747.659,757.192,408
759.326,759.992,405
760.526,761.892,413
761.926,763.359,407
763.392,765.392,413
765.726,766.292,412
768.826,770.392,405
770.526,771.892,413
771.926,773.692,407
773.726,775.192,413
775.259,776.059,412
780.226,780.692,405
780.726,781.892,406
781.926,782.492,412
782.826,783.359,405
783.392,784.392,404
784.792,785.325,412
786.425,787.925,405
788.025,789.192,406
789.225,789.792,412
790.692,791.292,405
791.325,792.592,404
792.692,792.992,412
794.825,795.092,405
795.425,796.459,406
796.492,796.892,412
797.325,797.725,405
797.759,798.692,404
798.925,799.392,412
799.925,800.392,405
800.425,801.492,406
801.625,801.992,412
802.592,803.092,405
803.125,803.892,404
804.225,804.692,412
805.225,805.892,405
805.925,806.992,406
807.125,807.892,412
807.925,808.659,405
808.725,809.892,404
810.125,810.792,412
814.559,815.125,405
815.159,816.992,404
817.025,817.358,403
817.425,817.992,412
818.825,819.192,405
819.425,820.992,406
821.225,821.692,412
824.425,824.825,405
824.892,826.658,404
826.792,827.325,403
827.425,827.858,412
828.425,829.092,405
829.158,829.392,401
829.525,831.458,406
831.658,832.292,412
836.525,836.992,405
837.392,837.892,412
838.125,838.558,405
838.925,839.392,412
842.492,846.792,408
848.825,849.492,405
849.758,850.791,413
850.825,853.391,407
853.425,854.891,413
855.125,855.691,412
859.225,859.991,405
860.425,861.591,413
861.625,863.391,407
863.425,864.825,413
864.925,865.591,412
870.125,870.691,405
870.725,871.791,406
871.925,872.291,412
872.425,872.958,412
872.991,874.391,404
874.525,874.958,412
876.591,877.291,405
877.425,878.791,406
878.825,879.591,412
879.625,880.558,405
880.591,881.791,404
881.825,882.391,412
883.624,884.058,405
884.091,884.958,406
884.991,885.491,412
885.824,886.358,405
886.391,887.291,404
887.424,888.091,412
888.324,888.758,405
888.791,889.791,406
889.824,890.291,412
890.324,890.858,405
890.891,891.791,404
891.824,892.391,412
892.424,893.491,405
893.624,894.591,406
894.724,895.191,412
895.224,895.891,405
895.924,896.891,404
896.924,897.491,412
900.624,901.058,405
901.224,902.791,404
903.024,903.358,403
903.424,903.991,412
904.324,904.891,405
904.924,905.158,401
905.191,906.758,406
906.791,907.391,412
909.724,910.191,405
910.224,911.958,404
911.991,912.391,403
912.524,912.991,412
913.424,913.858,405
913.891,914.324,401
914.424,915.891,406
916.224,916.857,412
920.324,921.091,405
921.224,921.691,412
922.124,922.791,405
922.924,923.391,412
925.924,928.291,408
930.024,930.791,405
930.924,931.991,413
932.024,933.491,407
933.524,934.791,413
934.924,935.591,412
937.724,938.491,405
938.724,939.791,413
939.824,940.791,407
940.824,942.091,413
942.224,942.891,412
945.724,946.557,405
946.591,947.691,406
947.724,948.091,412
948.124,948.691,405
948.724,949.991,404
950.124,950.49,412
951.857,952.49,405
952.624,953.857,406
953.924,954.49,412
955.424,955.99,405
956.09,957.057,404
957.224,957.69,412
958.924,959.29,405
959.324,959.89,406
959.924,960.49,412
960.624,961.29,405
961.324,962.19,404
962.324,962.69,412
963.224,963.89,405
963.924,964.89,406
964.924,965.39,412
965.624,966.19,405
966.224,966.99,404
967.124,967.79,412
968.024,968.89,405
969.09,970.09,406
970.224,970.79,412
970.924,971.49,405
971.524,972.59,404
972.624,973.29,412
976.024,976.49,405
976.624,978.29,404
978.357,978.69,403
978.724,979.124,412
979.324,979.757,405
979.79,979.99,401
980.024,981.49,406
981.724,982.29,412
984.623,985.09,405
985.123,986.79,404
986.89,987.39,403
987.49,988.09,412
988.423,988.823,405
988.857,989.157,401
989.223,990.79,406
991.023,991.457,412
995.223,995.757,405
996.09,996.59,412
996.623,996.99,405
997.423,997.857,412
1000.623,1003.59,408
1005.09,1005.89,405
1005.923,1007.29,413
1007.323,1008.99,407
1009.023,1010.29,413
1010.523,1011.09,412
1014.023,1015.29,405
1015.323,1016.49,413
1016.523,1018.39,407
1018.423,1019.456,413
1019.723,1020.39,412
1023.723,1024.39,405
1024.423,1025.59,406
1025.623,1025.99,412
1026.223,1026.79,405
1026.823,1027.99,404
1028.223,1028.69,412
1029.823,1030.59,405
1030.723,1031.89,406
1031.923,1032.556,412
1032.823,1033.59,405
1033.823,1034.99,404
1035.023,1035.39,412
1036.123,1036.79,405
1036.823,1037.89,406
1037.923,1038.29,412
1038.623,1039.09,405
1039.223,1040.29,404
1040.423,1040.69,412
1040.723,1041.19,405
1041.423,1042.59,406
1042.823,1043.09,412
1043.223,1043.723,405
1043.756,1044.79,404
1044.923,1045.556,412
1045.723,1046.59,405
1046.623,1047.79,406
1047.823,1048.29,412
1048.323,1048.723,405
1048.756,1049.89,404
1049.923,1050.789,412
1054.023,1054.556,405
1054.723,1056.489,404
1056.589,1056.889,403
1056.989,1057.389,412
1057.723,1058.189,405
1058.223,1058.456,401
1058.523,1060.089,406
1060.223,1060.789,412
1063.923,1064.289,405
1064.323,1065.889,404
1065.989,1066.389,403
1066.523,1067.256,412
1067.323,1067.789,405
1067.823,1068.056,401
1068.123,1069.989,406
1070.023,1070.489,412
1074.389,1074.989,405
1075.223,1075.589,412
1075.823,1076.289,405
1076.523,1076.989,412
1079.423,1082.689,408
1083.722,1084.589,405
1084.722,1085.889,413
1085.922,1086.789,407
1086.822,1088.589,413
1088.722,1089.422,412
1092.622,1093.489,405
1093.522,1094.789,413
1094.822,1096.289,407
1096.322,1097.589,413
1097.722,1098.389,412
1101.922,1102.589,405
1102.622,1103.889,406
1103.922,1104.289,412
1104.422,1104.789,405
1104.822,1106.289,404
1106.422,1106.989,412
1107.722,1108.389,405
1108.522,1109.889,406
1109.922,1110.389,412
1110.722,1111.789,405
1111.822,1112.889,404
1112.922,1113.489,412
1114.622,1115.089,405
1115.122,1115.989,406
1116.022,1116.522,412
1116.622,1116.889,405
1116.922,1117.889,404
1117.922,1118.889,412
1118.922,1119.589,405
1119.622,1120.689,406
1120.822,1121.489,412
1121.522,1121.889,405
1121.922,1122.889,404
1123.089,1123.789,412
1123.822,1124.789,405
1124.822,1125.889,406
1125.922,1126.689,412
1126.822,1127.189,405
1127.222,1128.589,404
1128.822,1129.589,412
1132.422,1133.055,405
1133.122,1134.589,404
1134.789,1135.155,403
1135.289,1135.689,412
1135.989,1136.422,405
1136.455,1136.689,401
1136.722,1138.189,406
1138.522,1139.089,412
1141.722,1142.189,405
1142.322,1143.989,404
1144.122,1144.589,403
1144.622,1145.389,412
1145.522,1145.889,405
1145.989,1146.289,401
1146.322,1148.089,406
1148.222,1148.689,412
1152.422,1152.988,405
1153.288,1153.688,412
1153.922,1154.488,405
1154.822,1155.288,412
1157.722,1161.288,408
1162.755,1163.788,405
1163.822,1165.255,413
1165.288,1167.088,407
1167.122,1168.788,413
1168.888,1169.522,412
1173.122,1174.288,405
1174.322,1175.588,413
1175.622,1177.488,407
1177.522,1178.688,413
1178.822,1179.488,412
1182.722,1183.588,405
1183.621,1184.255,406
1184.821,1185.288,412
1185.321,1185.988,405
1186.021,1187.188,404
1187.488,1187.988,412
1189.121,1189.888,405
1190.121,1191.288,406
1191.321,1192.088,412
1192.321,1193.288,405
1193.321,1194.388,404
1194.521,1194.988,412
1196.021,1196.688,405
1196.721,1197.688,406
1197.721,1198.188,412
1198.421,1198.788,405
1198.821,1199.755,404
1199.788,1200.488,412
1200.821,1201.388,405
1201.421,1202.588,406
1202.621,1203.188,412
1203.321,1203.588,405
1203.621,1204.788,404
1204.921,1205.588,412
1205.621,1206.688,405
1206.821,1207.888,406
1207.921,1208.488,412
1208.521,1208.888,405
1208.921,1210.188,404
1210.321,1210.988,412
1214.121,1214.688,405
1214.721,1216.488,404
1216.621,1216.888,403
1217.021,1217.588,412
1217.821,1218.254,405
1218.321,1218.588,401
1218.688,1220.188,406
1220.321,1220.888,412
1223.821,1224.254,405
1224.288,1226.254,404
1226.421,1226.688,403
1226.788,1227.588,412
1227.921,1228.388,405
1228.421,1228.688,401
1228.821,1230.388,406
1230.721,1231.388,412
1235.421,1235.988,405
1236.121,1236.788,412
1237.021,1237.488,405
1237.921,1238.488,412
1241.821,1247.088,408
1250.821,1251.887,405
1251.921,1253.587,413
1253.621,1254.787,407
1254.821,1256.487,413
1256.521,1257.487,412
1261.121,1262.687,405
1262.821,1264.487,413
1264.521,1266.487,407
1266.521,1267.687,413
1267.821,1268.687,412
1273.921,1274.287,405
1274.321,1275.687,406
1275.721,1276.087,412
1276.121,1276.787,405
1276.821,1277.987,404
1278.121,1278.654,412
1280.087,1280.887,405
1281.121,1282.187,406
1282.321,1283.154,412
1283.321,1284.087,405
1284.12,1285.287,404
1285.32,1285.887,412
1286.82,1287.387,405
1287.42,1288.187,406
1288.22,1288.587,412
1288.82,1289.087,405
1289.12,1290.087,404
1290.12,1290.787,412
1291.02,1291.887,405
1291.92,1292.887,406
1292.92,1293.387,412
1293.82,1294.187,405
1294.22,1295.387,404
1295.42,1296.12,412
1296.52,1297.487,405
1297.52,1298.687,406
1298.72,1299.287,412
1299.52,1300.187,405
1300.22,1301.287,404
1301.42,1302.287,412
1305.82,1306.387,405
1306.42,1308.187,404
1308.22,1308.554,403
1308.62,1309.12,412
1309.42,1309.72,405
1309.754,1309.987,401
1310.02,1311.387,406
1311.42,1311.987,412
1315.02,1315.387,405
1315.42,1316.787,404
1316.987,1317.353,403
1317.42,1318.087,412
1318.42,1318.887,405
1318.92,1319.153,401
1319.187,1320.887,406
1320.92,1321.987,412
1325.32,1325.887,405
1326.22,1326.687,412
1326.82,1327.387,405
1327.52,1328.087,412
1330.62,1333.687,408
1334.92,1335.787,405
1335.82,1336.987,413
1337.02,1338.487,407
1338.52,1339.887,413
1339.92,1340.92,412
1343.92,1345.487,405
1345.52,1346.987,413
1347.02,1348.087,407
1348.12,1349.587,413
1349.72,1350.786,412
1353.52,1354.186,405
1354.22,1355.486,406
1355.52,1355.986,412
1356.22,1356.786,405
1356.82,1358.086,404
1358.12,1358.686,412
